itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,subject_yes_probability,yes_no_choice,continuation_response,cont_choice,prompt
I271,Frank carried David. He,M,IC2,Ferstl et al.(2010),english,Frank,David,carried,David,Object,Yes,0.5391725336256559,Subject,was his younger brother and helped him up the steep mountain trail.,Object,pronoun
I272,Simon envied Nick. He,M,IC2,Ferstl et al.(2010),english,Simon,Nick,envied,Nick,Object,No,0.028796410268355933,Object,"had always been the star of their school's basketball team, and Simon felt overshadowed by his friend's natural talent.",Object,pronoun
I273,Justin fancied Steve. He,M,IC2,Ferstl et al.(2010),english,Justin,Steve,fancied,Steve,Object,No,0.13422181854618373,Object,"had been secretly admiring Steve's charming smile for weeks, but he was hesitant to express his feelings.",Subject,pronoun
I274,Mike laughed at Frank. He,M,IC2,Ferstl et al.(2010),english,Mike,Frank,laughed at,Mike,Subject,No,0.17078146628998364,Object,"was a good friend who always knew how to make him laugh, and his infectious chuckle was contagious.",Object,pronoun
I275,Sarah aggravated Emily. She,F,IC1,Rohde & Kehler (2014),english,Sarah,Emily,aggravated,Emily,Object,Yes,0.7236050195608188,Subject,"was visibly upset by the harsh words Sarah had spoken, her eyes welling up with tears as she turned to walk away.",Object,pronoun
I276,Emily amazed Megan. She,F,IC1,Rohde & Kehler (2014),english,Emily,Megan,amazed,M,Object,No,0.2593650377793141,Object,"was incredibly impressed by Emily's incredible talent for painting, which she had never seen before.",Object,pronoun
I277,Megan amused Angela. She,F,IC1,Rohde & Kehler (2014),english,Megan,Angela,amused,M,Object,No,0.2267045630498802,Object,"was known for her quick wit and sharp sense of humor, which often left people laughing uncontrollably.",Subject,pronoun
I278,Angela annoyed Anna. She,F,IC1,Rohde & Kehler (2014),english,Angela,Anna,annoyed,Anna,Object,No,0.1288006737901488,Object,"had been expecting her to arrive on time for their movie night, but Angela was running 20 minutes late.",Object,pronoun
I279,Anna apologized to Nicole. She,F,IC1,Rohde & Kehler (2014),english,Anna,Nicole,apologized to,Anna,Subject,No,0.024306633840511235,Object,was visibly relieved that the tension between them had finally been broken.,Ambiguous,pronoun
I280,Nicole bored Claire. She,F,IC1,Rohde & Kehler (2014),english,Nicole,Claire,bored,Cla,Object,Yes,0.5700419889511988,Subject,decided to surprise her with a spontaneous weekend getaway to the beach.,Ambiguous,pronoun
I281,Claire charmed Jane. She,F,IC1,Rohde & Kehler (2014),english,Claire,Jane,charmed,Cla,Subject,Yes,0.744215112,Subject,smiled warmly at her and asked if she wanted to join her for a cup of coffee.,Subject,pronoun
I282,Jane offended Tina. She,F,IC1,Rohde & Kehler (2014),english,Jane,Tina,offended,T,Object,Yes,0.774368668,Subject,"walked away in tears, not wanting to talk to her anymore.",Object,pronoun
I283,Tina confessed to Kate. She,F,IC1,Rohde & Kehler (2014),english,Tina,Kate,confessed to,Kate,Object,No,0.4844837192095113,Object,had been carrying the secret for weeks and felt an overwhelming sense of relief wash over her as the words finally escaped her lips.,Subject,pronoun
I284,Kate deceived Amy. She,F,IC1,Rohde & Kehler (2014),english,Kate,Amy,deceived,Amy,Object,No,0.4290415240902151,Object,"had been planning it for weeks, carefully manipulating the situation to make it seem like an accident.",Subject,pronoun
I285,Amy disappointd Alice. She,F,IC1,Rohde & Kehler (2014),english,Amy,Alice,disappointd,Amy,Subject,No,0.18539110721599192,Object,told her that the concert tickets she had been looking forward to buying were sold out.,Subject,pronoun
I286,Alice exasperated Sarah. She,F,IC1,Rohde & Kehler (2014),english,Alice,Sarah,exasperated,Sarah,Object,Yes,0.7430953740884072,Subject,"was on the verge of tears, her frustration boiling over as she tried to explain the complicated math problem to her teacher for the fifth time that day.",Object,pronoun
I287,Sarah fascinated Megan. She,F,IC1,Rohde & Kehler (2014),english,Sarah,Megan,fascinated,M,Object,No,0.23784832076640797,Object,"was captivated by Megan's infectious enthusiasm and unwavering optimism, qualities that Sarah had never seen in anyone before.",Subject,pronoun
I288,Emily frightened Angela. She,F,IC1,Rohde & Kehler (2014),english,Emily,Angela,frightened,Ang,Object,No,0.42977926365789587,Object,was taken aback by the sudden movement.,Object,pronoun
I289,Megan humiliated Anna. She,F,IC1,Rohde & Kehler (2014),english,Megan,Anna,humiliated,M,Object,No,0.247645052,Object,"walked out of the room, trying to compose herself while fighting back tears.",Object,pronoun
I290,Angela infuriated Nicole. She,F,IC1,Rohde & Kehler (2014),english,Angela,Nicole,infuriated,Ang,Subject,Yes,0.6863201347797458,Subject,"was so angry with her that she stormed out of the room, slamming the door behind her.",Object,pronoun
I291,Anna inspires Claire. She,F,IC1,Rohde & Kehler (2014),english,Anna,Claire,inspires,Cla,Object,Yes,0.5763609902887091,Subject,often seeks her advice on matters of art and creativity.,Object,pronoun
I292,Nicole intimidates Jane. She,F,IC1,Rohde & Kehler (2014),english,Nicole,Jane,intimidates,Nic,Subject,No,0.31633277111013913,Object,thinks that Nicole's constant criticism is affecting her self-confidence.,Object,pronoun
I293,Claire scares Tina. She,F,IC1,Rohde & Kehler (2014),english,Claire,Tina,scares,Cla,Subject,No,0.4567995771779297,Object,"thinks it's all a joke, but Tina's eyes are wide with genuine fear as Claire's voice lowers and her smile grows wider.",Subject,pronoun
I294,Jane surprised Kate. She,F,IC1,Rohde & Kehler (2014),english,Jane,Kate,surprised,Jane,Subject,No,0.27637555479563025,Object,walked into the room with a big smile on her face and a bouquet of her favorite flowers.,Subject,pronoun
I295,Tina consulted Amy. She,F,IC1,Ferstl et al.(2010),english,Tina,Amy,consulted,T,Object,No,0.15957876638897364,Object,was the only one who knew the secret about her past.,Object,pronoun
I296,Kate attracted Alice. She,F,IC1,Ferstl et al.(2010),english,Kate,Alice,attracted,Alice,Object,No,0.1991684039842818,Object,was immediately drawn to Alice's infectious laughter and kind smile.,NA,pronoun
I297,Amy agitated Sarah. She,F,IC1,Ferstl et al.(2010),english,Amy,Sarah,agitated,Sarah,Object,Yes,0.8369394636171239,Subject,was visibly upset and began to pace back and forth in the room.,Object,pronoun
I298,Alice angered Emily. She,F,IC1,Ferstl et al.(2010),english,Alice,Emily,angered,Emily,Object,Yes,0.9142317941828654,Subject,was furious with Alice for not warning her about the surprise party.,Object,pronoun
I299,Sarah delighted Angela. She,F,IC1,Ferstl et al.(2010),english,Sarah,Angela,delighted,Sarah,Subject,No,0.22606976374300078,Object,was beaming with joy and couldn't wait to share the exciting news with her best friend.,Subject,pronoun
I300,Emily pleased Anna. She,F,IC1,Ferstl et al.(2010),english,Emily,Anna,pleased,Emily,Subject,Yes,0.6021924938110841,Subject,smiled warmly and gave her a gentle hug.,Subject,pronoun
I301,Megan called Nicole. She,F,IC1,Ferstl et al.(2010),english,Megan,Nicole,called,M,Object,No,0.044740619,Object,was worried about her sudden disappearance the night before.,Subject,pronoun
I302,Angela telephoned Claire. She,F,IC1,Ferstl et al.(2010),english,Angela,Claire,telephoned,Cla,Object,No,0.005631707,Object,had been trying to reach her all day to discuss the upcoming project at work.,Subject,pronoun
I303,Anna concerned Jane. She,F,IC1,Ferstl et al.(2010),english,Anna,Jane,concerned,Anna,Subject,No,0.41987531677573114,Object,was worried about her friend's recent behavior and decided to have a quiet conversation with her.,Subject,pronoun
I304,Nicole irritated Tina. She,F,IC1,Ferstl et al.(2010),english,Nicole,Tina,irritated,T,Object,No,0.356151003,Object,"decided to storm out of the room, slamming the door behind her.",Object,pronoun
I305,Claire antagonized Kate. She,F,IC1,Ferstl et al.(2010),english,Claire,Kate,antagonized,Cla,Subject,Yes,0.873556251,Subject,"began to plot her revenge, carefully crafting a plan to turn the tables and outsmart her nemesis.",Object,pronoun
I306,Jane frustrated Amy. She,F,IC1,Ferstl et al.(2010),english,Jane,Amy,frustrated,Amy,Object,Yes,0.7118149945646076,Subject,was constantly criticizing her work and never gave her any positive feedback.,Subject,pronoun
I307,Tina appalled Alice. She,F,IC1,Ferstl et al.(2010),english,Tina,Alice,appalled,T,Object,No,0.22192840255584836,Object,was shocked by Alice's sudden decision to quit her job without any prior warning.,Subject,pronoun
I308,Kate captivated Sarah. She,F,IC1,Ferstl et al.(2010),english,Kate,Sarah,captivated,Sarah,Object,No,0.012015318688357347,Object,was immediately drawn to Kate's charismatic smile and infectious laughter.,Object,pronoun
I309,Amy inspired Emily. She,F,IC1,Ferstl et al.(2010),english,Amy,Emily,inspired,Emily,Object,No,0.48204883391819175,Object,was a kind and gentle soul who had a way of making everyone around her feel seen and heard.,Subject,pronoun
I310,Alice lied to Megan. She,F,IC1,Ferstl et al.(2010),english,Alice,Megan,lied to,M,Object,No,0.436251604,Object,"decided to keep the secret to herself, hoping that Megan would eventually forget the whole incident.",Subject,pronoun
I311,Sarah maddened Anna. She,F,IC1,Ferstl et al.(2010),english,Sarah,Anna,maddened,Anna,Object,Yes,0.5351626366804816,Subject,was so frustrated with Anna's constant interruptions during their conversation that she finally lost her patience and lashed out.,Subject,pronoun
I312,Emily peeved Nicole. She,F,IC1,Ferstl et al.(2010),english,Emily,Nicole,peeved,Emily,Subject,Yes,0.5960490899438879,Subject,was still fuming about the argument they had at the dinner party the night before.,Object,pronoun
I313,Megan entranced Claire. She,F,IC1,Ferstl et al.(2010),english,Megan,Claire,entranced,Cla,Object,Yes,0.840333075,Subject,"was taken aback by Megan's piercing blue eyes, which seemed to see right through to her very soul.",Object,pronoun
I314,Angela intrigued Jane. She,F,IC1,Ferstl et al.(2010),english,Angela,Jane,intrigued,Jane,Object,No,0.47419263992995275,Object,"was a mysterious and enigmatic figure that had appeared in town only a few days ago, and everyone was curious about her past and her intentions.",Subject,pronoun
I315,Anna repulsed Tina. She,F,IC1,Ferstl et al.(2010),english,Anna,Tina,repulsed,Anna,Subject,No,0.13957985948527904,Object,was shocked by the sudden outburst of anger that had been building up inside her for months.,Object,pronoun
I316,Nicole worried Kate. She,F,IC1,Ferstl et al.(2010),english,Nicole,Kate,worried,Kate,Object,Yes,0.6089609795071617,Subject,was struggling to find a job in her field after graduating from college.,Object,pronoun
I317,Claire betrayed Amy. She,F,IC1,Ferstl et al.(2010),english,Claire,Amy,betrayed,Amy,Object,Yes,0.5497527808455341,Subject,"decided to keep her secret hidden, fearing the consequences that would follow if the truth were to be revealed.",Subject,pronoun
I318,Jane confessed to Alice. She,F,IC1,Ferstl et al.(2010),english,Jane,Alice,confessed to,Alice,Object,No,0.1536457678254508,Object,"admitted that she had been secretly meeting her long-lost sister, whom she had been searching for her entire life.",Subject,pronoun
I319,Tina scared Sarah. She,F,IC1,Ferstl et al.(2010),english,Tina,Sarah,scared,T,Object,No,0.3536405551576758,Object,"was startled and quickly backed away, her eyes fixed on Tina with a mixture of fear and confusion.",Object,pronoun
I320,Kate wowed Emily. She,F,IC1,Ferstl et al.(2010),english,Kate,Emily,wowed,Emily,Object,Yes,0.6061061624341378,Subject,"had always been a bit intimidated by Kate's confidence and charisma, but in this moment, Emily found herself drawn to Kate's warm and genuine smile.",Object,pronoun
I321,Amy disappointed Megan. She,F,IC1,Ferstl et al.(2010),english,Amy,Megan,disappointed,Amy,Subject,Yes,0.7668960960665768,Subject,was visibly upset when she found out that they wouldn't be able to attend the concert together.,Object,pronoun
I322,Alice intimidated Angela. She,F,IC1,Ferstl et al.(2010),english,Alice,Angela,intimidated,Ang,Object,No,0.3993406191100067,Object,was taken aback by the sudden display of confidence and assertiveness that Alice had never shown before.,Object,pronoun
I323,Sarah bugged Nicole. She,F,IC1,Ferstl et al.(2010),english,Sarah,Nicole,bugged,Sarah,Subject,No,0.27918062783514486,Object,decided to ignore her and focus on the project she was working on.,Object,pronoun
I324,Emily daunted Claire. She,F,IC1,Ferstl et al.(2010),english,Emily,Claire,daunted,Emily,Subject,Yes,0.6260594262724091,Subject,was a skilled artist with a mysterious past that seemed to hold secrets Emily was desperate to uncover.,Object,pronoun
I325,Megan echoed Jane. She,F,IC1,Ferstl et al.(2010),english,Megan,Jane,echoed,Jane,Object,No,0.054933124,Object,had always admired her strength and determination.,Subject,pronoun
I326,Angela enthralled Tina. She,F,IC1,Ferstl et al.(2010),english,Angela,Tina,enthralled,T,Object,Yes,0.6391878386953931,Subject,"was a captivating storyteller, weaving tales of adventure and magic that transported Tina to far-off lands and enchanted realms.",Subject,pronoun
I327,Anna excited Kate. She,F,IC1,Ferstl et al.(2010),english,Anna,Kate,excited,Anna,Subject,Yes,0.5379745325669436,Subject,was thrilled to hear the news that Anna had been accepted into her top college choice.,Object,pronoun
I328,Nicole gladdened Amy. She,F,IC1,Ferstl et al.(2010),english,Nicole,Amy,gladdened,Amy,Object,No,0.37122685227403723,Object,"smiled warmly at her, and the two friends shared a heartfelt hug.",Ambiguous,pronoun
I329,Claire mesmerised Alice. She,F,IC1,Ferstl et al.(2010),english,Claire,Alice,mesmerised,Alice,Object,Yes,0.6540698584332887,Subject,"had been watching her for what felt like hours, her piercing green eyes fixed intently on Alice's every move.",Subject,pronoun
I330,Jane enraged Sarah. She,F,IC1,Ferstl et al.(2010),english,Jane,Sarah,enraged,Sarah,Object,Yes,0.720216131,Subject,was taken aback by Jane's outburst and quickly retreated to the other side of the room.,Object,pronoun
I331,Tina enticed Emily. She,F,IC1,Ferstl et al.(2010),english,Tina,Emily,enticed,Emily,Object,No,0.067245275,Object,was immediately drawn to the mysterious antique shop that Tina had been raving about for weeks.,Object,pronoun
I332,Kate provoked Megan. She,F,IC1,Ferstl et al.(2010),english,Kate,Megan,provoked,M,Object,Yes,0.6811078132414335,Subject,was taken aback by Megan's angry reaction and didn't expect her to become so upset.,Subject,pronoun
I333,Amy unnerved Angela. She,F,IC1,Ferstl et al.(2010),english,Amy,Angela,unnerved,Amy,Subject,No,0.180990538,Object,"was a quiet and reserved person, and Amy's sudden outburst had caught her completely off guard.",Object,pronoun
I334,Alice frightened Anna. She,F,IC1,Ferstl et al.(2010),english,Alice,Anna,frightened,Anna,Object,Yes,0.5106760451125931,Subject,"was taken aback by the sudden movement and stood frozen in shock, unsure of how to react.",Object,pronoun
I335,Sarah troubled Claire. She,F,IC1,Ferstl et al.(2010),english,Sarah,Claire,troubled,Sarah,Subject,Yes,0.7805841339719357,Subject,had been struggling to make ends meet since her husband lost his job six months ago.,Ambiguous,pronoun
I336,Emily repelled Jane. She,F,IC1,Ferstl et al.(2010),english,Emily,Jane,repelled,Emily,Subject,No,0.29653580313317757,Object,"was shocked and hurt by Emily's sudden behavior, and she didn't know why her friend had turned on her so abruptly.",Object,pronoun
I337,Megan sickened Tina. She,F,IC1,Ferstl et al.(2010),english,Megan,Tina,sickened,M,Object,No,0.33746493657157206,Object,"decided to take her to the hospital immediately, worried that it might be something serious.",Subject,pronoun
I338,Angela revolted Kate. She,F,IC1,Ferstl et al.(2010),english,Angela,Kate,revolted,Ang,Subject,No,0.1326696277383154,Object,"was shocked by the sudden outburst and quickly retreated to the safety of her room, locking the door behind her.",Object,pronoun
I339,Anna trailed Amy. She,F,IC1,Ferstl et al.(2010),english,Anna,Amy,trailed,Anna,Subject,No,0.32355626662669956,Object,was her younger sister and had always looked up to her as a role model.,Object,pronoun
I340,Nicole upset Alice. She,F,IC1,Ferstl et al.(2010),english,Nicole,Alice,upset,Alice,Object,No,0.47452755488537246,Object,"was visibly shaken by the sudden outburst, her eyes welling up with tears as she tried to process the hurtful words.",Object,pronoun
I341,Claire exhausted Sarah. She,F,IC1,Ferstl et al.(2010),english,Claire,Sarah,exhausted,Sarah,Object,Yes,0.6474773878544561,Subject,"had been running for hours, trying to finish the marathon before the rainstorm rolled in.",Ambiguous,pronoun
I342,Jane wearied Emily. She,F,IC1,Ferstl et al.(2010),english,Jane,Emily,wearied,Emily,Object,No,0.2808224072651303,Object,was exhausted from working long hours at the office for the past week.,Ambiguous,pronoun
I343,Tina staggered Megan. She,F,IC1,Ferstl et al.(2010),english,Tina,Megan,staggered,M,Object,No,0.1666395640195739,Object,"walked into the kitchen, her eyes fixed on the coffee maker as if hoping it would somehow magically dispense a cup of coffee to revive her.",NA,pronoun
I344,Kate cheated Angela. She,F,IC1,Ferstl et al.(2010),english,Kate,Angela,cheated,Kate,Subject,Yes,0.7640423960219028,Subject,"was visibly upset and stormed out of the room, slamming the door behind her.",Object,pronoun
I345,Amy repaid Anna. She,F,IC1,Ferstl et al.(2010),english,Amy,Anna,repaid,Amy,Subject,No,0.020867443,Object,was grateful for the favor and decided to repay her kindness in a similar manner.,Ambiguous,pronoun
I346,Alice astounded Nicole. She,F,IC1,Ferstl et al.(2010),english,Alice,Nicole,astounded,Alice,Subject,No,0.4246657081664748,Object,had never seen her so upset before.,Object,pronoun
I347,Sarah exhilarated Jane. She,F,IC1,Ferstl et al.(2010),english,Sarah,Jane,exhilarated,Sarah,Subject,Yes,0.8276252191399865,Subject,was beaming with joy and couldn't stop talking about the surprise party her friends had thrown for her birthday.,Object,pronoun
I348,Emily spooked Tina. She,F,IC1,Ferstl et al.(2010),english,Emily,Tina,spooked,T,Object,Yes,0.5087572977960431,Subject,"ran quickly out of the haunted house, not stopping until she reached the safety of her car.",Object,pronoun
I349,Megan unsettled Kate. She,F,IC1,Ferstl et al.(2010),english,Megan,Kate,unsettled,M,Object,Yes,0.6618464144436774,Subject,"walked over to the kitchen, her eyes fixed on the cup of coffee Megan was making, a mixture of annoyance and curiosity etched on her face.",Object,pronoun
I350,Angela flabbergasted Amy. She,F,IC1,Ferstl et al.(2010),english,Angela,Amy,flabbergasted,Amy,Object,No,0.38323169447364447,Object,"walked into the room with a huge smile on her face, holding a bouquet of flowers and a box wrapped in colorful paper.",Subject,pronoun
I351,Anna kissed Alice. She,F,IC1,Ferstl et al.(2010),english,Anna,Alice,kissed,Anna,Subject,No,0.006939118,Object,was taken aback by the sudden display of affection.,Object,pronoun
I352,Nicole nuzzled Sarah. She,F,IC1,Ferstl et al.(2010),english,Nicole,Sarah,nuzzled,Sarah,Object,No,0.004907599,Object,smiled warmly as Nicole's soft breath tickled her cheek.,Object,pronoun
I353,Claire pained Emily. She,F,IC1,Ferstl et al.(2010),english,Claire,Emily,pained,Emily,Object,No,0.20892024264085843,Object,was visibly upset by the harsh words that had been exchanged between them.,Object,pronoun
I354,Jane confused Megan. She,F,IC1,Ferstl et al.(2010),english,Jane,Megan,confused,Jane,Subject,No,0.4810610134885014,Object,was taken aback by the sudden change in Jane's demeanor.,Object,pronoun
I355,Tina distressed Angela. She,F,IC1,Ferstl et al.(2010),english,Tina,Angela,distressed,T,Object,No,0.3157402201243236,Object,was deeply hurt by Tina's words.,Object,pronoun
I356,Kate vexed Anna. She,F,IC1,Ferstl et al.(2010),english,Kate,Anna,vexed,Anna,Object,No,0.4964987421293367,Object,"was still trying to process the harsh words that had just been spoken, her eyes welling up with tears as she struggled to comprehend why her sister would be so",Object,pronoun
I357,Amy bothered Nicole. She,F,IC1,Ferstl et al.(2010),english,Amy,Nicole,bothered,Amy,Subject,No,0.27251754715698934,Object,"was always doing things that annoyed her, from leaving her dirty socks on the living room floor to eating the last slice of pizza without asking.",Subject,pronoun
I358,Alice alarmed Claire. She,F,IC1,Ferstl et al.(2010),english,Alice,Claire,alarmed,Cla,Object,Yes,0.8011722449833247,Subject,was worried that Claire had seen her arguing with their boss the day before.,Subject,pronoun
I359,Sarah disgruntled Tina. She,F,IC1,Ferstl et al.(2010),english,Sarah,Tina,disgruntled,Sarah,Subject,No,0.3915777656732518,Object,"walked out of the office, slamming the door behind her, leaving Sarah feeling both relieved and guilty.",Object,pronoun
I360,Emily plagued Kate. She,F,IC1,Ferstl et al.(2010),english,Emily,Kate,plagued,Emily,Subject,Yes,0.5333123724566184,Subject,"had been doing so for months, constantly criticizing her outfits, her cooking, and even her choice of friends, wearing down Kate's confidence with every passing day.",Subject,pronoun
I361,Megan shadowed Amy. She,F,IC1,Ferstl et al.(2010),english,Megan,Amy,shadowed,Amy,Object,No,0.13833188629784948,Object,was a young and ambitious journalist who was eager to learn the ins and outs of investigative reporting from her experienced mentor.,Subject,pronoun
I362,Angela tailed Alice. She,F,IC1,Ferstl et al.(2010),english,Angela,Alice,tailed,Alice,Object,No,0.11345139990349722,Object,"was a skilled detective who had been hired to track down Alice, a notorious thief known for stealing priceless artifacts from some of the world's most secure museums.",Subject,pronoun
I363,Anna incensed Sarah. She,F,IC1,Ferstl et al.(2010),english,Anna,Sarah,incensed,Anna,Subject,Yes,0.5152206905900822,Subject,"walked away from the argument, leaving Anna standing alone in the empty room.",Object,pronoun
I364,Nicole baffled Emily. She,F,IC1,Ferstl et al.(2010),english,Nicole,Emily,baffled,Emily,Object,Yes,0.7056554198190411,Subject,"was a highly skilled illusionist who could make objects disappear and reappear at will, and Emily was determined to uncover the secrets behind her magic tricks.",Subject,pronoun
I365,Claire shocked Megan. She,F,IC1,Ferstl et al.(2010),english,Claire,Megan,shocked,Cla,Subject,No,0.20003516619363368,Object,"decided to explain the situation to her, hoping to ease the tension that had suddenly filled the room.",Subject,pronoun
I366,Jane disobeyed Angela. She,F,IC1,Ferstl et al.(2010),english,Jane,Angela,disobeyed,Jane,Subject,No,0.027640562348293745,Object,was immediately sent to her room without supper.,Subject,pronoun
I367,Tina distracted Anna. She,F,IC1,Ferstl et al.(2010),english,Tina,Anna,distracted,T,Object,Yes,0.6289248667136643,Subject,"was still trying to finish her math homework, but Tina's antics had completely thrown her off track.",Object,pronoun
I368,Kate married Nicole. She,F,IC1,Ferstl et al.(2010),english,Kate,Nicole,married,Kate,Subject,No,0.061942002,Object,was overjoyed to see her friends and family gathered around them as they exchanged their vows in a beautiful outdoor ceremony.,Ambiguous,pronoun
I369,Amy met Claire. She,F,IC1,Ferstl et al.(2010),english,Amy,Claire,met,Cla,Object,No,0.041616272,Object,"had been her best friend since childhood, and they had lost touch after moving away from each other.",Ambiguous,pronoun
I370,Alice ordered around Jane. She,F,IC1,Ferstl et al.(2010),english,Alice,Jane,ordered around,Alice,Subject,No,0.4404646328987418,Object,"was standing in the doorway, arms crossed and a look of disapproval on her face.",Ambiguous,pronoun
I371,Sarah harmed Kate. She,F,IC1,Ferstl et al.(2010),english,Sarah,Kate,harmed,Kate,Object,No,0.29004251531644437,Object,"was devastated by the sudden outburst, her eyes welling up with tears as she struggled to comprehend the hurtful words that had been spoken.",Object,pronoun
I372,Emily astonished Amy. She,F,IC1,Ferstl et al.(2010),english,Emily,Amy,astonished,Emily,Subject,Yes,0.5178951116003029,Subject,was amazed by the news that Emily had just shared with her.,Object,pronoun
I373,Megan bewildered Alice. She,F,IC1,Ferstl et al.(2010),english,Megan,Alice,bewildered,Alice,Object,No,0.23947432168555632,Object,"had been acting strangely all morning, and Megan couldn't help but wonder what was behind her friend's erratic behavior.",Object,pronoun
I374,Angela invigorated Sarah. She,F,IC1,Ferstl et al.(2010),english,Angela,Sarah,invigorated,Sarah,Object,No,0.074421298,Object,was incredibly grateful for the kind gesture and couldn't wait to return the favor.,Object,pronoun
I375,Anna tantalized Emily. She,F,IC1,Ferstl et al.(2010),english,Anna,Emily,tantalized,Anna,Subject,No,0.2822194058912769,Object,"was known for her charming smile and captivating laughter, which often left those around her in a state of wonder.",Subject,pronoun
I376,Nicole battled Megan. She,F,IC1,Ferstl et al.(2010),english,Nicole,Megan,battled,M,Object,No,0.27550528524514906,Object,was a formidable opponent in the intense game of chess that had been going on for hours.,Ambiguous,pronoun
I377,Claire hurt Angela. She,F,IC1,Ferstl et al.(2010),english,Claire,Angela,hurt,Cla,Subject,No,0.2035615864666224,Object,decided to apologize to her and make amends.,Subject,pronoun
I378,Jane followed Anna. She,F,IC1,Ferstl et al.(2010),english,Jane,Anna,followed,Anna,Object,No,0.20762844761033677,Object,"walked quickly down the quiet alley, her eyes fixed on the figure disappearing around the corner.",Subject,pronoun
I379,Tina tormented Nicole. She,F,IC1,Ferstl et al.(2010),english,Tina,Nicole,tormented,T,Object,No,0.14095816357954616,Object,"was a bully at school, always pushing her around and taking her lunch money.",Subject,pronoun
I380,Kate grazed Claire. She,F,IC1,Ferstl et al.(2010),english,Kate,Claire,grazed,Cla,Object,No,0.22980113528499352,Object,"was sitting on the fence, completely unaware of the cow approaching her.",NA,pronoun
I381,Amy played Jane. She,F,IC1,Ferstl et al.(2010),english,Amy,Jane,played,Amy,Subject,No,0.014878496369264978,Object,was a skilled tennis player and their match was highly anticipated by the local community.,NA,pronoun
I382,Alice dumbfounded Tina. She,F,IC1,Ferstl et al.(2010),english,Alice,Tina,dumbfounded,T,Object,No,0.4000626121926327,Object,"walked into the room, her eyes wide with shock and her mouth agape.",Object,pronoun
I383,Sarah flattered Amy. She,F,IC1,Ferstl et al.(2010),english,Sarah,Amy,flattered,Amy,Object,No,0.067061632,Object,"was taken aback by the unexpected compliment, her cheeks flushing slightly as she smiled in gratitude.",Object,pronoun
I384,Emily alienated Alice. She,F,IC1,Ferstl et al.(2010),english,Emily,Alice,alienated,Alice,Object,No,0.39181713371527505,Object,was deeply hurt by the sudden change in their relationship and struggled to understand what she had done wrong.,Object,pronoun
I385,Megan harassed Sarah. She,F,IC1,Ferstl et al.(2010),english,Megan,Sarah,harassed,Sarah,Object,No,0.036679740477280204,Object,was taken aback by the sudden outburst and didn't know how to respond.,Object,pronoun
I386,Angela approached Emily. She,F,IC1,Ferstl et al.(2010),english,Angela,Emily,approached,Emily,Object,No,0.004702058,Object,"was sitting on a bench, staring intently at a small, intricately carved wooden box in her hands.",Object,pronoun
I387,Anna beguiled Megan. She,F,IC1,Ferstl et al.(2010),english,Anna,Megan,beguiled,Anna,Subject,No,0.46429893348356005,Object,"was immediately drawn into Anna's charismatic world, where her infectious laughter and warm smile made everyone feel at ease.",Object,pronoun
I388,Nicole caressed Angela. She,F,IC1,Ferstl et al.(2010),english,Nicole,Angela,caressed,Ang,Object,No,0.003930381,Object,"smiled warmly, her eyes locking onto Angela's as she gently stroked her hair.",Subject,pronoun
I389,Claire enlivened Anna. She,F,IC1,Ferstl et al.(2010),english,Claire,Anna,enlivened,Cla,Subject,No,0.38502985274801915,Object,"had been going through a tough time lately, and Claire's bright smile and infectious laughter were just what she needed to turn her day around.",Object,pronoun
I390,Jane corrupted Nicole. She,F,IC1,Ferstl et al.(2010),english,Jane,Nicole,corrupted,Jane,Subject,Yes,0.5229556216575486,Subject,was immediately suspended from the company due to the severe breach of confidentiality and ethics policy.,Object,pronoun
I391,Tina confounded Claire. She,F,IC1,Ferstl et al.(2010),english,Tina,Claire,confounded,Cla,Object,Yes,0.6392661383416862,Subject,"was known for her unpredictable behavior and sharp wit, which often left her friends and acquaintances in a state of bewilderment.",Subject,pronoun
I392,Kate deserted Jane. She,F,IC1,Ferstl et al.(2010),english,Kate,Jane,deserted,Jane,Object,No,0.14046146565907008,Object,was heartbroken and couldn't understand why her best friend of over a decade had suddenly abandoned her.,Object,pronoun
I393,Amy discouraged Tina. She,F,IC1,Ferstl et al.(2010),english,Amy,Tina,discouraged,Amy,Subject,Yes,0.5943047604467303,Subject,"had been working on that project for months, and despite her best efforts, it just wasn't meeting the expectations of their demanding boss.",Object,pronoun
I394,Alice tracked Kate. She,F,IC1,Ferstl et al.(2010),english,Alice,Kate,tracked,Kate,Object,No,0.3360193701246899,Object,"was getting increasingly paranoid about Kate's intentions, especially after discovering a cryptic message on her phone that hinted at a long-buried secret.",Subject,pronoun
I395,Sarah startled Alice. She,F,IC1,Ferstl et al.(2010),english,Sarah,Alice,startled,Alice,Object,No,0.030082807,Object,"grabbed her arm and pulled her away from the old, abandoned mansion before she could get any closer.",Object,pronoun
I396,Emily defamed Sarah. She,F,IC1,Ferstl et al.(2010),english,Emily,Sarah,defamed,Sarah,Object,No,0.028464824081553187,Object,claimed that Sarah had been involved in a scandal that was completely unfounded.,Subject,pronoun
