itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,yes_no_choice,subject_yes_probability,continuation_response,cont_choice,prompt
I290,Angela infuriated Nicole.,F,IC1,Rohde & Kehler (2014),english,Angela,Nicole,infuriated,Angela,Subject,No,Object,0.99944712,Nicole clenched her fists and took a deep breath.,Object,free
I291,Anna inspires Claire.,F,IC1,Rohde & Kehler (2014),english,Anna,Claire,inspires,Anna,Subject,No,Object,0.982013776,Claire begins to see new possibilities for her future.,Object,free
I292,Nicole intimidates Jane.,F,IC1,Rohde & Kehler (2014),english,Nicole,Jane,intimidates,Nicole,Subject,No,Object,0.851952824,Jane tries to stand her ground.,Object,free
I293,Claire scares Tina.,F,IC1,Rohde & Kehler (2014),english,Claire,Tina,scares,Claire,Subject,No,Object,0.99682733,Tina runs out of the room.,Object,free
I294,Jane surprised Kate.,F,IC1,Rohde & Kehler (2014),english,Jane,Kate,surprised,Jane,Subject,No,Object,0.99944712,Kate couldn't hide her excitement.,Object,free
I295,Tina consulted Amy.,F,IC1,Ferstl et al.(2010),english,Tina,Amy,consulted,T,Subject,No,Object,0.999968695,Amy suggested a different approach.,Object,free
I296,Kate attracted Alice.,F,IC1,Ferstl et al.(2010),english,Kate,Alice,attracted,Kate,Subject,Yes,Subject,0.182425503,Alice couldn't help but feel drawn to Kate's magnetic energy.,Object,free
I297,Amy agitated Sarah.,F,IC1,Ferstl et al.(2010),english,Amy,Sarah,agitated,Amy,Subject,No,Object,0.977022617,Sarah crossed her arms and glared at Amy.,Object,free
I298,Alice angered Emily.,F,IC1,Ferstl et al.(2010),english,Alice,Emily,angered,Alice,Subject,No,Object,0.999980972,Emily clenched her fists.,Object,free
I299,Sarah delighted Angela.,F,IC1,Ferstl et al.(2010),english,Sarah,Angela,delighted,Sarah,Subject,No,Object,0.999088952,Angela smiled warmly.,Object,free
I300,Emily pleased Anna.,F,IC1,Ferstl et al.(2010),english,Emily,Anna,pleased,Emily,Subject,No,Object,0.999569424,Anna smiled warmly.,Object,free
I301,Megan called Nicole.,F,IC1,Ferstl et al.(2010),english,Megan,Nicole,called,M,Subject,No,Object,0.997527403,She wanted to discuss the plans for the weekend.,Subject,free
I302,Angela telephoned Claire.,F,IC1,Ferstl et al.(2010),english,Angela,Claire,telephoned,Angela,Subject,No,Object,0.99944712,Claire answered after the third ring.,Object,free
I303,Anna concerned Jane.,F,IC1,Ferstl et al.(2010),english,Anna,Jane,concerned,Anna,Subject,No,Object,0.817574431,Jane decided to ask Anna what was wrong.,Object,free
I304,Nicole irritated Tina.,F,IC1,Ferstl et al.(2010),english,Nicole,Tina,irritated,Nicole,Subject,No,Object,0.999569424,Tina crossed her arms and glared at Nicole.,Object,free
I305,Claire antagonized Kate.,F,IC1,Ferstl et al.(2010),english,Claire,Kate,antagonized,Claire,Subject,No,Object,0.99966459,Kate refused to back down.,Object,free
I306,Jane frustrated Amy.,F,IC1,Ferstl et al.(2010),english,Jane,Amy,frustrated,Jane,Subject,No,Object,0.99142243,Amy clenched her fists.,Object,free
I307,Tina appalled Alice.,F,IC1,Ferstl et al.(2010),english,Tina,Alice,appalled,T,Subject,No,Object,0.562176469,"Alice took a step back, her voice trembling as she responded.",Object,free
I308,Kate captivated Sarah.,F,IC1,Ferstl et al.(2010),english,Kate,Sarah,captivated,Kate,Subject,No,Object,0.999841528,Sarah couldn't help but smile.,Object,free
I309,Amy inspired Emily.,F,IC1,Ferstl et al.(2010),english,Amy,Emily,inspired,Amy,Subject,No,Object,0.999876565,Emily decided to pursue her dreams.,Object,free
I310,Alice lied to Megan.,F,IC1,Ferstl et al.(2010),english,Alice,Megan,lied to,Alice,Subject,Yes,Subject,0.222700147,Megan didn't believe her.,Object,free
I311,Sarah maddened Anna.,F,IC1,Ferstl et al.(2010),english,Sarah,Anna,maddened,Sarah,Subject,No,Object,0.989012988,Anna clenched her fists in frustration.,Object,free
I312,Emily peeved Nicole.,F,IC1,Ferstl et al.(2010),english,Emily,Nicole,peeved,Emily,Subject,No,Object,0.562176503,Nicole shot her a sharp glare.,Object,free
I313,Megan entranced Claire.,F,IC1,Ferstl et al.(2010),english,Megan,Claire,entranced,M,Subject,No,Object,0.962672994,Claire couldn't look away.,Object,free
I314,Angela intrigued Jane.,F,IC1,Ferstl et al.(2010),english,Angela,Jane,intrigued,Angela,Subject,No,Object,0.970687705,Jane decided to ask Angela more questions.,Object,free
I315,Anna repulsed Tina.,F,IC1,Ferstl et al.(2010),english,Anna,Tina,repulsed,Anna,Subject,No,Object,0.924141771,"Tina stepped back, her face darkening with hurt.",Object,free
I316,Nicole worried Kate.,F,IC1,Ferstl et al.(2010),english,Nicole,Kate,worried,Nicole,Subject,No,Object,0.970687705,Kate could sense the tension in Nicole's voice.,Object,free
I317,Claire betrayed Amy.,F,IC1,Ferstl et al.(2010),english,Claire,Amy,betrayed,Claire,Subject,No,Object,0.999841528,Amy vowed to uncover the truth.,Object,free
I318,Jane confessed to Alice.,F,IC1,Ferstl et al.(2010),english,Jane,Alice,confessed to,Jane,Subject,Yes,Subject,0.4378235,Alice took a deep breath and nodded.,Object,free
I319,Tina scared Sarah.,F,IC1,Ferstl et al.(2010),english,Tina,Sarah,scared,T,Subject,No,Object,0.993307127,Sarah let out a startled scream.,Object,free
I320,Kate wowed Emily.,F,IC1,Ferstl et al.(2010),english,Kate,Emily,wowed,Kate,Subject,No,Object,0.99682733,Emily couldn't help but smile.,Object,free
I321,Amy disappointed Megan.,F,IC1,Ferstl et al.(2010),english,Amy,Megan,disappointed,Amy,Subject,No,Object,0.999903852,Megan decided to confront her about it.,Object,free
I322,Alice intimidated Angela.,F,IC1,Ferstl et al.(2010),english,Alice,Angela,intimidated,Alice,Subject,No,Object,0.962672994,Angela took a step back.,Object,free
I323,Sarah bugged Nicole.,F,IC1,Ferstl et al.(2010),english,Sarah,Nicole,bugged,Sarah,Subject,Yes,Subject,0.622459311,Nicole rolled her eyes.,Object,free
I324,Emily daunted Claire.,F,IC1,Ferstl et al.(2010),english,Emily,Claire,daunted,Emily,Subject,No,Object,0.679178676,"Claire took a step back, her confidence faltering.",Object,free
I325,Megan echoed Jane.,F,IC1,Ferstl et al.(2010),english,Megan,Jane,echoed,M,Subject,Yes,Subject,0.4378235,Jane nodded thoughtfully.,Object,free
I326,Angela enthralled Tina.,F,IC1,Ferstl et al.(2010),english,Angela,Tina,enthralled,Angela,Subject,No,Object,0.985936321,Tina couldn't help but smile.,Object,free
I327,Anna excited Kate.,F,IC1,Ferstl et al.(2010),english,Anna,Kate,excited,Anna,Subject,Yes,Subject,0.037326879,Kate couldn't help but smile.,Object,free
I328,Nicole gladdened Amy.,F,IC1,Ferstl et al.(2010),english,Nicole,Amy,gladdened,Nicole,Subject,No,Object,0.998073226,Amy smiled warmly in return.,Object,free
I329,Claire mesmerised Alice.,F,IC1,Ferstl et al.(2010),english,Claire,Alice,mesmerised,Claire,Subject,No,Object,0.880796994,Alice couldn’t help but smile.,Object,free
I330,Jane enraged Sarah.,F,IC1,Ferstl et al.(2010),english,Jane,Sarah,enraged,Jane,Subject,No,Object,0.999876565,Sarah walked away without saying a word.,Object,free
I331,Tina enticed Emily.,F,IC1,Ferstl et al.(2010),english,Tina,Emily,enticed,T,Subject,No,Object,0.99142243,"Emily hesitated, unsure of what Tina had in mind.",Object,free
I332,Kate provoked Megan.,F,IC1,Ferstl et al.(2010),english,Kate,Megan,provoked,M,Object,No,Object,0.952574109,Megan decided to confront her directly.,Object,free
I333,Amy unnerved Angela.,F,IC1,Ferstl et al.(2010),english,Amy,Angela,unnerved,Amy,Subject,Yes,Subject,0.182425503,"Angela took a step back, her eyes narrowing cautiously.",Object,free
I334,Alice frightened Anna.,F,IC1,Ferstl et al.(2010),english,Alice,Anna,frightened,Alice,Subject,No,Object,0.994779909,Anna stepped back cautiously.,Object,free
I335,Sarah troubled Claire.,F,IC1,Ferstl et al.(2010),english,Sarah,Claire,troubled,Sarah,Subject,No,Object,0.851952824,Claire decided to confront her about it.,Object,free
I336,Emily repelled Jane.,F,IC1,Ferstl et al.(2010),english,Emily,Jane,repelled,Emily,Subject,No,Object,0.777299867,Jane walked away without a word.,Object,free
I337,Megan sickened Tina.,F,IC1,Ferstl et al.(2010),english,Megan,Tina,sickened,M,Subject,No,Object,0.562176503,Tina decided to leave the room.,Object,free
I338,Angela revolted Kate.,F,IC1,Ferstl et al.(2010),english,Angela,Kate,revolted,Angela,Subject,No,Object,0.851952735,"Kate stepped back, her face twisting in disbelief.",Object,free
I339,Anna trailed Amy.,F,IC1,Ferstl et al.(2010),english,Anna,Amy,trailed,Amy,Subject,Yes,Subject,0.562176503,"Amy glanced over her shoulder, quickening her pace.",Object,free
I340,Nicole upset Alice.,F,IC1,Ferstl et al.(2010),english,Nicole,Alice,upset,Nicole,Subject,No,Object,0.99142243,Alice chose to walk away in silence.,Object,free
I341,Claire exhausted Sarah.,F,IC1,Ferstl et al.(2010),english,Claire,Sarah,exhausted,Claire,Subject,No,Object,0.989012988,Sarah decided to take a moment to catch her breath.,Object,free
I342,Jane wearied Emily.,F,IC1,Ferstl et al.(2010),english,Jane,Emily,wearied,Jane,Subject,No,Object,0.562176469,Emily sighed heavily.,Object,free
I343,Tina staggered Megan.,F,IC1,Ferstl et al.(2010),english,Tina,Megan,staggered,T,Subject,No,Object,0.904650331,Megan quickly regained her balance and glared at Tina.,Object,free
I344,Kate cheated Angela.,F,IC1,Ferstl et al.(2010),english,Kate,Angela,cheated,Kate,Subject,No,Object,0.679178676,Angela decided it was time to confront her about it.,Object,free
I345,Amy repaid Anna.,F,IC1,Ferstl et al.(2010),english,Amy,Anna,repaid,Amy,Subject,No,Object,0.998830459,Anna smiled warmly.,Object,free
I346,Alice astounded Nicole.,F,IC1,Ferstl et al.(2010),english,Alice,Nicole,astounded,Alice,Subject,No,Object,0.970687705,"Nicole took a step back, her expression shifting from surprise to curiosity.",Object,free
I347,Sarah exhilarated Jane.,F,IC1,Ferstl et al.(2010),english,Sarah,Jane,exhilarated,Sarah,Subject,No,Object,0.999903852,Jane couldn't stop smiling.,Object,free
I348,Emily spooked Tina.,F,IC1,Ferstl et al.(2010),english,Emily,Tina,spooked,Emily,Subject,No,Object,0.817574431,Tina yelped and jumped back.,Object,free
I349,Megan unsettled Kate.,F,IC1,Ferstl et al.(2010),english,Megan,Kate,unsettled,M,Subject,No,Object,0.999290323,Kate crossed her arms and took a step back.,Object,free
I350,Angela flabbergasted Amy.,F,IC1,Ferstl et al.(2010),english,Angela,Amy,flabbergasted,Angela,Subject,No,Object,0.679178616,"Amy took a step back, her eyes wide with disbelief.",Object,free
I351,Anna kissed Alice.,F,IC1,Ferstl et al.(2010),english,Anna,Alice,kissed,Anna,Subject,No,Object,0.99944712,Alice smiled softly.,Object,free
I352,Nicole nuzzled Sarah.,F,IC1,Ferstl et al.(2010),english,Nicole,Sarah,nuzzled,Nicole,Subject,No,Object,0.99944712,Sarah smiled softly.,Object,free
I353,Claire pained Emily.,F,IC1,Ferstl et al.(2010),english,Claire,Emily,pained,Claire,Subject,No,Object,0.985936321,Emily glared at Claire in silence.,Object,free
I354,Jane confused Megan.,F,IC1,Ferstl et al.(2010),english,Jane,Megan,confused,Jane,Subject,No,Object,0.777299867,Megan took a moment to process what Jane had said.,Object,free
I355,Tina distressed Angela.,F,IC1,Ferstl et al.(2010),english,Tina,Angela,distressed,T,Subject,No,Object,0.977022617,Angela took a deep breath and tried to steady herself.,Object,free
I356,Kate vexed Anna.,F,IC1,Ferstl et al.(2010),english,Kate,Anna,vexed,Kate,Subject,No,Object,0.99966459,Anna crossed her arms and glared.,Object,free
I357,Amy bothered Nicole.,F,IC1,Ferstl et al.(2010),english,Amy,Nicole,bothered,Amy,Subject,No,Object,0.982013776,Nicole sighed and crossed her arms.,Object,free
I358,Alice alarmed Claire.,F,IC1,Ferstl et al.(2010),english,Alice,Claire,alarmed,Alice,Subject,No,Object,0.622459311,Claire stepped back cautiously.,Object,free
I359,Sarah disgruntled Tina.,F,IC1,Ferstl et al.(2010),english,Sarah,Tina,disgruntled,Sarah,Subject,No,Object,0.998073226,Tina crossed her arms and frowned in response.,Object,free
I360,Emily plagued Kate.,F,IC1,Ferstl et al.(2010),english,Emily,Kate,plagued,Emily,Subject,No,Object,0.977022617,Kate refused to let it show.,Object,free
I361,Megan shadowed Amy.,F,IC1,Ferstl et al.(2010),english,Megan,Amy,shadowed,M,Subject,No,Object,0.999915056,"Amy glanced over her shoulder, her expression unreadable.",Object,free
I362,Angela tailed Alice.,F,IC1,Ferstl et al.(2010),english,Angela,Alice,tailed,Angela,Subject,No,Object,0.880796994,"Alice quickened her pace, glancing over her shoulder with a wary expression.",Object,free
I363,Anna incensed Sarah.,F,IC1,Ferstl et al.(2010),english,Anna,Sarah,incensed,Anna,Subject,No,Object,0.904650432,Sarah clenched her fists.,Object,free
I364,Nicole baffled Emily.,F,IC1,Ferstl et al.(2010),english,Nicole,Emily,baffled,Nicole,Subject,No,Object,0.904650432,Emily struggled to understand what Nicole meant.,Object,free
I365,Claire shocked Megan.,F,IC1,Ferstl et al.(2010),english,Claire,Megan,shocked,Claire,Subject,No,Object,0.993307127,"Megan took a step back, her face pale with disbelief.",Object,free
I366,Jane disobeyed Angela.,F,IC1,Ferstl et al.(2010),english,Jane,Angela,disobeyed,Jane,Subject,No,Object,0.998073226,Angela decided to confront her directly.,Object,free
I367,Tina distracted Anna.,F,IC1,Ferstl et al.(2010),english,Tina,Anna,distracted,T,Subject,No,Object,0.977022617,"Anna glanced over, momentarily losing focus.",Object,free
I368,Kate married Nicole.,F,IC1,Ferstl et al.(2010),english,Kate,Nicole,married,Kate,Subject,No,Object,0.999088952,They built a life together filled with love and happiness.,they,free
I369,Amy met Claire.,F,IC1,Ferstl et al.(2010),english,Amy,Claire,met,Amy,Subject,No,Object,0.998830459,They decided to grab coffee together.,they,free
I370,Alice ordered around Jane.,F,IC1,Ferstl et al.(2010),english,Alice,Jane,ordered around,Alice,Subject,No,Object,0.962672994,Jane hesitated but eventually complied.,Object,free
I371,Sarah harmed Kate.,F,IC1,Ferstl et al.(2010),english,Sarah,Kate,harmed,Sarah,Subject,No,Object,0.999975608,Kate sought help immediately.,Object,free
I372,Emily astonished Amy.,F,IC1,Ferstl et al.(2010),english,Emily,Amy,astonished,Emily,Subject,No,Object,0.970687705,"Amy stood silently, trying to process what had just happened.",Object,free
I373,Megan bewildered Alice.,F,IC1,Ferstl et al.(2010),english,Megan,Alice,bewildered,M,Subject,No,Object,0.679178676,"Alice took a step back, unsure of how to respond.",Object,free
I374,Angela invigorated Sarah.,F,IC1,Ferstl et al.(2010),english,Angela,Sarah,invigorated,Angela,Subject,No,Object,0.999925069,Sarah smiled brightly.,Object,free
I375,Anna tantalized Emily.,F,IC1,Ferstl et al.(2010),english,Anna,Emily,tantalized,Anna,Subject,No,Object,0.994779909,Emily struggled to hide her intrigue.,Object,free
I376,Nicole battled Megan.,F,IC1,Ferstl et al.(2010),english,Nicole,Megan,battled,Nicole,Subject,No,Object,0.817574187,Megan countered fiercely.,Object,free
I377,Claire hurt Angela.,F,IC1,Ferstl et al.(2010),english,Claire,Angela,hurt,Claire,Subject,No,Object,0.999890979,Angela turned away in silence.,Object,free
I378,Jane followed Anna.,F,IC1,Ferstl et al.(2010),english,Jane,Anna,followed,Jane,Subject,No,Object,0.999088952,"She called out to her, hoping she would stop.",Subject,free
I379,Tina tormented Nicole.,F,IC1,Ferstl et al.(2010),english,Tina,Nicole,tormented,T,Subject,No,Object,0.997527403,Nicole plotted her revenge.,Object,free
I380,Kate grazed Claire.,F,IC1,Ferstl et al.(2010),english,Kate,Claire,grazed,Kate,Subject,No,Object,0.977022617,"Claire stumbled back, her eyes narrowing in confusion.",Object,free
I381,Amy played Jane.,F,IC1,Ferstl et al.(2010),english,Amy,Jane,played,Amy,Subject,Yes,Subject,0.904650432,She delivered a powerful performance.,Subject,free
I382,Alice dumbfounded Tina.,F,IC1,Ferstl et al.(2010),english,Alice,Tina,dumbfounded,Alice,Subject,No,Object,0.977022617,Tina stared at Alice in disbelief.,Object,free
I383,Sarah flattered Amy.,F,IC1,Ferstl et al.(2010),english,Sarah,Amy,flattered,Sarah,Subject,No,Object,0.999983237,Amy smiled warmly.,Object,free
I384,Emily alienated Alice.,F,IC1,Ferstl et al.(2010),english,Emily,Alice,alienated,Emily,Subject,No,Object,0.985936321,Alice decided to keep her distance.,Object,free
I385,Megan harassed Sarah.,F,IC1,Ferstl et al.(2010),english,Megan,Sarah,harassed,M,Subject,No,Object,0.999290323,Sarah decided to report the behavior to someone she trusted.,Object,free
I386,Angela approached Emily.,F,IC1,Ferstl et al.(2010),english,Angela,Emily,approached,Angela,Subject,No,Object,0.982013776,Emily turned to face her with a warm smile.,Object,free
I387,Anna beguiled Megan.,F,IC1,Ferstl et al.(2010),english,Anna,Megan,beguiled,Anna,Subject,No,Object,0.924141771,Megan raised an eyebrow skeptically.,Object,free
I388,Nicole caressed Angela.,F,IC1,Ferstl et al.(2010),english,Nicole,Angela,caressed,Nicole,Subject,No,Object,0.999993012,Angela smiled softly.,Object,free
I389,Claire enlivened Anna.,F,IC1,Ferstl et al.(2010),english,Claire,Anna,enlivened,Claire,Subject,No,Object,0.970687705,Anna smiled warmly.,Object,free
I390,Jane corrupted Nicole.,F,IC1,Ferstl et al.(2010),english,Jane,Nicole,corrupted,Jane,Subject,No,Object,0.99142243,Nicole sought revenge.,Object,free
I391,Tina confounded Claire.,F,IC1,Ferstl et al.(2010),english,Tina,Claire,confounded,T,Subject,No,Object,0.731058579,Claire struggled to understand what Tina meant.,Object,free
I392,Kate deserted Jane.,F,IC1,Ferstl et al.(2010),english,Kate,Jane,deserted,Kate,Subject,No,Object,0.999841528,"Jane stood silently, watching her disappear into the distance.",Object,free
I393,Amy discouraged Tina.,F,IC1,Ferstl et al.(2010),english,Amy,Tina,discouraged,Amy,Subject,No,Object,0.998498768,Tina decided to prove Amy wrong.,Object,free
I394,Alice tracked Kate.,F,IC1,Ferstl et al.(2010),english,Alice,Kate,tracked,Alice,Subject,No,Object,0.999925069,"Kate turned around, sensing someone behind her.",Object,free
I395,Sarah startled Alice.,F,IC1,Ferstl et al.(2010),english,Sarah,Alice,startled,Sarah,Subject,No,Object,0.997527403,"Alice took a step back, her eyes wide with surprise.",Object,free
I396,Emily defamed Sarah.,F,IC1,Ferstl et al.(2010),english,Emily,Sarah,defamed,Emily,Subject,No,Object,0.999925069,Sarah decided to confront Emily about the accusations.,Object,free
I397,Megan abandoned Emily.,F,IC1,Ferstl et al.(2010),english,Megan,Emily,abandoned,M,Subject,No,Object,0.998073226,"Emily stood silently, watching her walk away.",Object,free
I398,Angela courted Megan.,F,IC1,Ferstl et al.(2010),english,Angela,Megan,courted,Angela,Subject,No,Object,0.999995754,Megan responded with a shy smile.,Object,free
I399,Anna wounded Angela.,F,IC1,Ferstl et al.(2010),english,Anna,Angela,wounded,Anna,Subject,No,Object,0.998073226,"Angela stumbled back, clutching her side in pain.",Object,free
I400,Nicole chilled Anna.,F,IC1,Ferstl et al.(2010),english,Nicole,Anna,chilled,Nicole,Subject,No,Object,0.924141771,Anna shivered and wrapped her arms around herself.,Object,free
I401,Claire nettled Nicole.,F,IC1,Ferstl et al.(2010),english,Claire,Nicole,nettled,Claire,Subject,No,Object,0.622459311,Nicole glared at Claire.,Object,free
I402,Jane pursued Claire.,F,IC1,Ferstl et al.(2010),english,Jane,Claire,pursued,Jane,Subject,No,Object,0.999998138,"Claire quickened her pace, glancing over her shoulder.",Object,free
I403,Tina dreamed about Jane.,F,IC1,Ferstl et al.(2010),english,Tina,Jane,dreamed about,T,Subject,No,Object,0.99999921,She wondered if Jane ever thought about her too.,Subject,free
I404,Kate galled Tina.,F,IC1,Ferstl et al.(2010),english,Kate,Tina,galled,Kate,Subject,Yes,Subject,0.377540668,Tina clenched her fists and stood her ground.,Object,free
I405,Amy stimulated Kate.,F,IC1,Ferstl et al.(2010),english,Amy,Kate,stimulated,Amy,Subject,No,Object,0.999925069,Kate responded with a curious smile.,Object,free
I406,Alice affected Amy.,F,IC1,Ferstl et al.(2010),english,Alice,Amy,affected,Alice,Subject,No,Object,0.99682733,"Amy stepped back, startled.",Object,free
I407,Julia embraced Sarah.,F,IC1,Ferstl et al.(2010),english,Julia,Sarah,embraced,Julia,Subject,No,Object,0.999975608,Sarah smiled warmly in return.,Object,free
I408,Julia fazed Emily.,F,IC1,Ferstl et al.(2010),english,Julia,Emily,fazed,Julia,Subject,Yes,Subject,0.562176503,"Emily stumbled back, her expression a mix of confusion and hurt.",Object,free
I409,Julia debated with Megan.,F,IC1,Ferstl et al.(2010),english,Julia,Megan,debated with,Julia,Subject,No,Object,0.499999999,Megan stood her ground firmly.,Object,free
I410,Julia defied Angela.,F,IC1,Ferstl et al.(2010),english,Julia,Angela,defied,Julia,Subject,No,Object,0.939913259,Angela stood her ground.,Object,free
I411,Julia questioned Anna.,F,IC1,Ferstl et al.(2010),english,Julia,Anna,questioned,Julia,Subject,No,Object,0.999903852,Anna hesitated before answering.,Object,free
I412,Julia assisted Nicole.,F,IC2,Rohde & Kehler (2014),english,Julia,Nicole,assisted,Julia,Subject,No,Object,0.999738698,Nicole thanked her warmly.,Object,free
I413,Julia blames Claire.,F,IC2,Rohde & Kehler (2014),english,Julia,Claire,blames,Julia,Subject,No,Object,0.995929904,Claire denies responsibility.,Object,free
I414,Julia comforted Jane.,F,IC2,Rohde & Kehler (2014),english,Julia,Jane,comforted,Julia,Subject,No,Object,0.999985144,She assured her that everything would be okay.,Subject,free
I415,Julia congratulated Tina.,F,IC2,Rohde & Kehler (2014),english,Julia,Tina,congratulated,Julia,Subject,No,Object,0.999998138,Tina smiled warmly in response.,Object,free
I416,Julia corrected Kate.,F,IC2,Rohde & Kehler (2014),english,Julia,Kate,corrected,Julia,Subject,No,Object,0.995929904,Kate nodded thoughtfully.,Object,free
I417,Julia detests Amy.,F,IC2,Rohde & Kehler (2014),english,Julia,Amy,detests,Julia,Subject,No,Object,0.998830459,Amy remains oblivious to Julia's feelings.,Object,free
I418,Julia fears Alice.,F,IC2,Rohde & Kehler (2014),english,Julia,Alice,fears,Julia,Subject,No,Object,0.999569424,She wonders if Alice knows her secret.,Subject,free
I419,Sarah envies Julia.,F,IC2,Rohde & Kehler (2014),english,Sarah,Julia,envies,Sarah,Subject,No,Object,0.999903852,She wishes she had Julia's confidence.,Subject,free
I420,Emily hates Julia.,F,IC2,Rohde & Kehler (2014),english,Emily,Julia,hates,Emily,Subject,No,Object,0.998073226,She avoids her at every opportunity.,Subject,free
I421,Megan helped Julia.,F,IC2,Rohde & Kehler (2014),english,Megan,Julia,helped,M,Subject,No,Object,0.998073226,Julia thanked her warmly.,Object,free
I422,Angela mocked Julia.,F,IC2,Rohde & Kehler (2014),english,Angela,Julia,mocked,Angela,Subject,No,Object,0.99979648,Julia clenched her fists but took a deep breath to steady herself.,Object,free
I423,Anna noticed Julia.,F,IC2,Rohde & Kehler (2014),english,Anna,Julia,noticed,Anna,Subject,No,Object,0.999988482,"She was standing by the window, lost in thought.",Subject,free
I424,Nicole pacified Julia.,F,IC2,Rohde & Kehler (2014),english,Nicole,Julia,pacified,Nicole,Subject,No,Object,0.99944712,Julia took a deep breath and nodded.,Object,free
I425,Claire praised Julia.,F,IC2,Rohde & Kehler (2014),english,Claire,Julia,praised,Claire,Subject,No,Object,0.999997065,Julia smiled warmly.,Object,free
I426,Jane reproached Julia.,F,IC2,Rohde & Kehler (2014),english,Jane,Julia,reproached,Jane,Subject,No,Object,0.999988482,"Julia looked away, her face flushing with a mix of guilt and frustration.",Object,free
I427,Tina scolded Julia.,F,IC2,Rohde & Kehler (2014),english,Tina,Julia,scolded,T,Subject,No,Object,0.99966459,Julia crossed her arms and looked away.,Object,free
I428,Kate stared at Julia.,F,IC2,Rohde & Kehler (2014),english,Kate,Julia,stared at,Kate,Subject,No,Object,0.999989793,"Julia held her gaze, unflinching.",Object,free
I429,Amy thanked Julia.,F,IC2,Rohde & Kehler (2014),english,Amy,Julia,thanked,Amy,Subject,No,Object,0.999983237,Julia smiled warmly.,Object,free
I430,Alice trusted Julia.,F,IC2,Rohde & Kehler (2014),english,Alice,Julia,trusted,Alice,Subject,No,Object,0.999978469,Julia valued Alice's confidence deeply.,Object,free
I431,Sarah values Emily.,F,IC2,Rohde & Kehler (2014),english,Sarah,Emily,values,Sarah,Subject,No,Object,0.999569424,Emily trusts Sarah.,Object,free
I432,Emily cuddled Megan.,F,IC2,Ferstl et al.(2010),english,Emily,Megan,cuddled,Emily,Subject,No,Object,0.999975608,Megan smiled warmly.,Object,free
I433,Megan decried Angela.,F,IC2,Ferstl et al.(2010),english,Megan,Angela,decried,M,Subject,No,Object,0.998498768,Angela stood her ground.,Object,free
I434,Angela moved Anna.,F,IC2,Ferstl et al.(2010),english,Angela,Anna,moved,Angela,Subject,No,Object,0.962672994,Anna stumbled slightly but quickly regained her balance.,Object,free
I435,Anna deprecated Nicole.,F,IC2,Ferstl et al.(2010),english,Anna,Nicole,deprecated,Anna,Subject,No,Object,0.99142243,Nicole remained unfazed.,Object,free
I436,Nicole encouraged Claire.,F,IC2,Ferstl et al.(2010),english,Nicole,Claire,encouraged,Nicole,Subject,No,Object,0.999088952,Claire nodded and took a deep breath.,Object,free
I437,Claire played with Jane.,F,IC2,Ferstl et al.(2010),english,Claire,Jane,played with,Claire,Subject,No,Object,0.999290323,Jane laughed loudly.,Object,free
I438,Jane hit Tina.,F,IC2,Ferstl et al.(2010),english,Jane,Tina,hit,Jane,Subject,No,Object,0.999986933,Tina stumbled backward.,Object,free
I439,Tina reproved Kate.,F,IC2,Ferstl et al.(2010),english,Tina,Kate,reproved,T,Subject,No,Object,0.999569424,"Kate looked away, her cheeks flushing with embarrassment.",Object,free
I440,Kate forgot Amy.,F,IC2,Ferstl et al.(2010),english,Kate,Amy,forgot,Kate,Subject,No,Object,0.999903852,Amy remembered Kate.,Object,free
I441,Amy exalted Alice.,F,IC2,Ferstl et al.(2010),english,Amy,Alice,exalted,Amy,Subject,No,Object,0.999704027,She admired her unwavering dedication.,Subject,free
I442,Alice instructed Sarah.,F,IC2,Ferstl et al.(2010),english,Alice,Sarah,instructed,Alice,Subject,No,Object,0.998073226,Sarah nodded in understanding.,Object,free
I443,Sarah warned Megan.,F,IC2,Ferstl et al.(2010),english,Sarah,Megan,warned,Sarah,Subject,No,Object,0.989012988,Megan hesitated before responding.,Object,free
I444,Emily welcomed Angela.,F,IC2,Ferstl et al.(2010),english,Emily,Angela,welcomed,Emily,Subject,No,Object,0.998073226,Angela smiled warmly.,Object,free
I445,Megan rebuked Anna.,F,IC2,Ferstl et al.(2010),english,Megan,Anna,rebuked,M,Subject,No,Object,0.99142243,"Anna crossed her arms, frustration evident on her face.",Object,free
I446,Angela blessed Nicole.,F,IC2,Ferstl et al.(2010),english,Angela,Nicole,blessed,Angela,Subject,No,Object,0.999841528,Nicole felt a comforting warmth surround her.,Object,free
I447,Anna divorced Claire.,F,IC2,Ferstl et al.(2010),english,Anna,Claire,divorced,Anna,Subject,No,Object,0.994779909,She moved to a new city to start over.,Subject,free
I448,Nicole persecuted Jane.,F,IC2,Ferstl et al.(2010),english,Nicole,Jane,persecuted,Nicole,Subject,No,Object,0.994779909,Jane decided to confront Nicole about her actions.,Object,free
I449,Claire derided Tina.,F,IC2,Ferstl et al.(2010),english,Claire,Tina,derided,Claire,Subject,No,Object,0.999569424,Tina crossed her arms and glared at Claire.,Object,free
