itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,yes_no_choice,subject_yes_probability,continuation_response,cont_choice,prompt
I245,Frank prized Ben.,M,IC2,Ferstl et al.(2010),english,Frank,Ben,prized,Frank,Subject,No,Object,0.408626212,Ben was someone Frank had known since childhood and considered to be one of his closest friends.,Object,free
I246,Simon distrusted Paul.,M,IC2,Ferstl et al.(2010),english,Simon,Paul,distrusted,Simon,Subject,Yes,Subject,0.996476973,"Paul, on the other hand, seemed completely oblivious to Simon's suspicions and continued to chat with him as if nothing was wrong.",Object,free
I247,Justin employed David.,M,IC2,Ferstl et al.(2010),english,Justin,David,employed,Justin,Subject,Yes,Subject,0.635493008,David quickly proved to be a valuable asset to Justin's company.,Object,free
I248,Mike punished Steve.,M,IC2,Ferstl et al.(2010),english,Mike,Steve,punished,Mike,Subject,Yes,Subject,0.632435525,"Steve was visibly upset and stormed out of the room, slamming the door behind him.",Object,free
I249,Tony resented Brian.,M,IC2,Ferstl et al.(2010),english,Tony,Brian,resented,Tony,Subject,Yes,Subject,0.930613127,"Brian, on the other hand, seemed completely oblivious to Tony's feelings and continued to chat with him as if nothing was wrong.",Object,free
I250,Eric treasured Frank.,M,IC2,Ferstl et al.(2010),english,Eric,Frank,treasured,Eric,Subject,No,Object,0.004366887,"Frank, in turn, admired Eric's unwavering dedication to their shared passion for photography.",Object,free
I251,Zack penalized Simon.,M,IC2,Ferstl et al.(2010),english,Zack,Simon,penalized,Z,Subject,Yes,Subject,0.809965163,Simon was furious and immediately retaliated against Zack.,Object,free
I252,Ben sued Justin.,M,IC2,Ferstl et al.(2010),english,Ben,Justin,sued,Ben,Subject,Yes,Subject,0.926273026,Justin immediately filed a counterclaim against Ben.,Object,free
I253,Paul detested Mike.,M,IC2,Ferstl et al.(2010),english,Paul,Mike,detested,Paul,Subject,Yes,Subject,0.929854341,"Mike, on the other hand, seemed completely oblivious to Paul's feelings and continued to invite him to social gatherings.",Object,free
I255,Nick loved Eric.,M,IC2,Ferstl et al.(2010),english,Nick,Eric,loved,Nick,Subject,Yes,Subject,0.685026833,"Eric, being the charming and outgoing person he was, had a way of making everyone in the room feel at ease, including Nick.",Object,free
I256,Steve commended Zack.,M,IC2,Ferstl et al.(2010),english,Steve,Zack,commended,Steve,Subject,No,Object,0.110479094,Zack smiled humbly and thanked Steve for his kind words.,Object,free
I257,Brian pitied Ben.,M,IC2,Ferstl et al.(2010),english,Brian,Ben,pitied,Brian,Subject,No,Object,0.25241726,Ben had been struggling to find a new job after being laid off from his previous company for several months.,Object,free
I258,Frank applauded Paul.,M,IC2,Ferstl et al.(2010),english,Frank,Paul,applauded,Frank,Subject,Yes,Subject,0.500312998,"Paul took a bow, a wide smile spreading across his face.",Object,free
I259,Simon feared David.,M,IC2,Ferstl et al.(2010),english,Simon,David,feared,Simon,Subject,Yes,Subject,0.97147003,"David, on the other hand, seemed completely unaware of the effect he had on Simon.",Object,free
I260,Justin fed Nick.,M,IC2,Ferstl et al.(2010),english,Justin,Nick,fed,Justin,Subject,No,Object,0.40150195,Nick smiled and thanked Justin for the meal.,Object,free
I261,Mike loathed Brian.,M,IC2,Ferstl et al.(2010),english,Mike,Brian,loathed,Mike,Subject,Yes,Subject,0.915837204,"Brian, on the other hand, seemed completely oblivious to Mike's disdain.",Object,free
I262,Tony rewarded Frank.,M,IC2,Ferstl et al.(2010),english,Tony,Frank,rewarded,Tony,Subject,No,Object,0.277891638,Frank smiled and shook Tony's hand in appreciation of the generous reward he had just received.,Object,free
I263,Eric appreciated Simon.,M,IC2,Ferstl et al.(2010),english,Eric,Simon,appreciated,Eric,Subject,Yes,Subject,0.510602455,"Simon smiled warmly in response, feeling a sense of gratitude towards Eric.",Object,free
I264,Zack despised Justin.,M,IC2,Ferstl et al.(2010),english,Zack,Justin,despised,Z,Subject,Yes,Subject,0.890121658,"Justin, on the other hand, seemed completely oblivious to Zack's feelings and continued to try to befriend him.",Object,free
I265,Ben disliked Mike.,M,IC2,Ferstl et al.(2010),english,Ben,Mike,disliked,Ben,Subject,Yes,Subject,0.912691563,"Mike, on the other hand, seemed completely oblivious to Ben's feelings and continued to try to befriend him.",Object,free
I266,Paul favoured Tony.,M,IC2,Ferstl et al.(2010),english,Paul,Tony,favoured,Paul,Subject,Yes,Subject,0.703666494,Tony was grateful for Paul's support and went on to win the election.,Object,free
I267,David hated Eric.,M,IC2,Ferstl et al.(2010),english,David,Eric,hated,David,Subject,Yes,Subject,0.841796752,"Eric, on the other hand, was completely oblivious to David's feelings and continued to invite him to every social gathering.",Object,free
I268,Nick liked Zack.,M,IC2,Ferstl et al.(2010),english,Nick,Zack,liked,Nick,Subject,Yes,Subject,0.687935702,Zack often invited Nick to join him for lunch at the local café.,Object,free
I269,Steve respected Ben.,M,IC2,Ferstl et al.(2010),english,Steve,Ben,respected,Steve,Subject,No,Object,0.431530149,"Ben, in turn, admired Steve's exceptional leadership skills.",Object,free
I270,Brian admired Paul.,M,IC2,Ferstl et al.(2010),english,Brian,Paul,admired,Brian,Subject,No,Object,0.470964917,"Paul, in turn, respected Brian's exceptional problem-solving skills.",Object,free
I271,Frank carried David.,M,IC2,Ferstl et al.(2010),english,Frank,David,carried,Frank,Subject,Yes,Subject,0.975059942,David struggled to free himself from Frank's firm grip.,Object,free
I272,Simon envied Nick.,M,IC2,Ferstl et al.(2010),english,Simon,Nick,envied,Simon,Subject,Yes,Subject,0.780363237,"Nick, on the other hand, seemed completely carefree, always walking into the room with a charming smile that effortlessly drew everyone's attention.",Object,free
I273,Justin fancied Steve.,M,IC2,Ferstl et al.(2010),english,Justin,Steve,fancied,Justin,Subject,No,Object,0.062640341,"Steve, however, was completely oblivious to Justin's feelings and continued to treat him like a close friend.",Object,free
I274,Mike laughed at Frank.,M,IC2,Ferstl et al.(2010),english,Mike,Frank,laughed at,Mike,Subject,No,Object,0.370400793,Frank shot back with a witty remark that left Mike speechless.,Object,free
I275,Sarah aggravated Emily.,F,IC1,Rohde & Kehler (2014),english,Sarah,Emily,aggravated,Sarah,Subject,No,Object,0.35694928,Emily responded by giving Sarah a cold and distant stare.,Object,free
I276,Emily amazed Megan.,F,IC1,Rohde & Kehler (2014),english,Emily,Megan,amazed,Emily,Subject,No,Object,0.489984139,Megan couldn't believe the incredible painting Emily had created in just one afternoon.,Object,free
I277,Megan amused Angela.,F,IC1,Rohde & Kehler (2014),english,Megan,Angela,amused,M,Object,Yes,Subject,0.827037335,Angela couldn't help but laugh at Megan's silly impression of their boss.,Object,free
I278,Angela annoyed Anna.,F,IC1,Rohde & Kehler (2014),english,Angela,Anna,annoyed,Ang,Subject,No,Object,0.037316357,Anna decided to avoid Angela for the rest of the day to calm down.,Object,free
I279,Anna apologized to Nicole.,F,IC1,Rohde & Kehler (2014),english,Anna,Nicole,apologized to,Anna,Subject,Yes,Subject,0.526678711,Nicole accepted the apology and smiled warmly at Anna.,Object,free
I280,Nicole bored Claire.,F,IC1,Rohde & Kehler (2014),english,Nicole,Claire,bored,Nic,Subject,Yes,Subject,0.572378367,Claire decided to take matters into her own hands and suggest they watch a movie to liven things up.,Object,free
I281,Claire charmed Jane.,F,IC1,Rohde & Kehler (2014),english,Claire,Jane,charmed,Cla,Subject,Yes,Subject,0.97185227,Jane was immediately drawn to Claire's warm smile and effortless charm.,Object,free
I282,Jane offended Tina.,F,IC1,Rohde & Kehler (2014),english,Jane,Tina,offended,Jane,Subject,No,Object,0.232647244,Tina immediately stopped talking to Jane and walked away.,Object,free
I283,Tina confessed to Kate.,F,IC1,Rohde & Kehler (2014),english,Tina,Kate,confessed to,T,Object,Yes,Subject,0.889329315,Kate listened intently as Tina explained the circumstances surrounding her decision.,Object,free
I284,Kate deceived Amy.,F,IC1,Rohde & Kehler (2014),english,Kate,Amy,deceived,Kate,Subject,Yes,Subject,0.78083496,Amy was devastated by the betrayal and immediately confronted Kate about her actions.,Object,free
I285,Amy disappointd Alice.,F,IC1,Rohde & Kehler (2014),english,Amy,Alice,disappointd,Amy,Subject,Yes,Subject,0.589364771,Alice decided to talk to Amy about what had happened.,Object,free
I286,Alice exasperated Sarah.,F,IC1,Rohde & Kehler (2014),english,Alice,Sarah,exasperated,Alice,Subject,No,Object,0.106785557,Sarah threw up her hands in frustration and walked away from Alice.,Object,free
I287,Sarah fascinated Megan.,F,IC1,Rohde & Kehler (2014),english,Sarah,Megan,fascinated,Sarah,Subject,Yes,Subject,0.685014439,Megan found herself drawn to Sarah's charismatic personality and adventurous spirit.,Object,free
I288,Emily frightened Angela.,F,IC1,Rohde & Kehler (2014),english,Emily,Angela,frightened,Emily,Subject,No,Object,0.312400462,"Angela then ran quickly to find her brother, who was playing with his friends in the nearby park.",Object,free
I289,Megan humiliated Anna.,F,IC1,Rohde & Kehler (2014),english,Megan,Anna,humiliated,M,Object,No,Object,0.154196375,"Anna stormed out of the room, slamming the door behind her.",Object,free
I290,Angela infuriated Nicole.,F,IC1,Rohde & Kehler (2014),english,Angela,Nicole,infuriated,Ang,Subject,Yes,Subject,0.561132228,Nicole immediately confronted Angela about her behavior.,Object,free
I291,Anna inspires Claire.,F,IC1,Rohde & Kehler (2014),english,Anna,Claire,inspires,Anna,Subject,Yes,Subject,0.63669661,Claire then decides to pursue her long-abandoned passion for painting.,Object,free
I292,Nicole intimidates Jane.,F,IC1,Rohde & Kehler (2014),english,Nicole,Jane,intimidates,Nic,Subject,Yes,Subject,0.796121075,"Jane avoids Nicole in the hallway, fearing their next encounter will be just as uncomfortable as the last.",Object,free
I293,Claire scares Tina.,F,IC1,Rohde & Kehler (2014),english,Claire,Tina,scares,Cla,Subject,Yes,Subject,0.682947339,"Tina slowly backs away from Claire, trying not to make any sudden movements that might provoke her further.",Object,free
I294,Jane surprised Kate.,F,IC1,Rohde & Kehler (2014),english,Jane,Kate,surprised,Jane,Subject,Yes,Subject,0.730472524,"Kate stumbled backward, clearly caught off guard by Jane's sudden appearance.",Object,free
I295,Tina consulted Amy.,F,IC1,Ferstl et al.(2010),english,Tina,Amy,consulted,T,Object,Yes,Subject,0.654048622,Amy suggested they review the project plan again to identify the potential issues Tina was concerned about.,Object,free
I296,Kate attracted Alice.,F,IC1,Ferstl et al.(2010),english,Kate,Alice,attracted,Kate,Subject,Yes,Subject,0.76459862,Alice was immediately drawn to Kate's charismatic personality and striking smile.,Object,free
I297,Amy agitated Sarah.,F,IC1,Ferstl et al.(2010),english,Amy,Sarah,agitated,Amy,Subject,No,Object,0.067116958,"Sarah immediately stormed out of the room, slamming the door behind her.",Object,free
I298,Alice angered Emily.,F,IC1,Ferstl et al.(2010),english,Alice,Emily,angered,Alice,Subject,No,Object,0.369602241,"Emily stormed out of the room, slamming the door behind her.",Object,free
I299,Sarah delighted Angela.,F,IC1,Ferstl et al.(2010),english,Sarah,Angela,delighted,Sarah,Subject,Yes,Subject,0.717099418,Angela smiled warmly at Sarah in response.,Object,free
I300,Emily pleased Anna.,F,IC1,Ferstl et al.(2010),english,Emily,Anna,pleased,Emily,Subject,No,Object,0.286813477,Anna smiled warmly at Emily in response.,Object,free
I301,Megan called Nicole.,F,IC1,Ferstl et al.(2010),english,Megan,Nicole,called,M,Object,Yes,Subject,0.762685957,"Nicole answered on the first ring, sounding a bit out of breath.",Object,free
I302,Angela telephoned Claire.,F,IC1,Ferstl et al.(2010),english,Angela,Claire,telephoned,Ang,Subject,Yes,Subject,0.584549366,"Claire answered on the first ring, sounding a bit distracted by the noise in the background.",Object,free
I303,Anna concerned Jane.,F,IC1,Ferstl et al.(2010),english,Anna,Jane,concerned,Anna,Subject,No,Object,0.165346107,"Jane was acting strangely and had been distant from her friends and family for weeks, causing Anna to worry about her well-being.",Object,free
I304,Nicole irritated Tina.,F,IC1,Ferstl et al.(2010),english,Nicole,Tina,irritated,Nic,Subject,Yes,Subject,0.643443224,Tina retaliated by giving Nicole the cold shoulder for the rest of the day.,Object,free
I305,Claire antagonized Kate.,F,IC1,Ferstl et al.(2010),english,Claire,Kate,antagonized,Cla,Subject,Yes,Subject,0.918799043,Kate retaliated by spreading rumors about Claire's personal life throughout the office.,Object,free
I306,Jane frustrated Amy.,F,IC1,Ferstl et al.(2010),english,Jane,Amy,frustrated,Jane,Subject,No,Object,0.327852497,Amy decided to take a break and go for a walk to calm down.,Object,free
I307,Tina appalled Alice.,F,IC1,Ferstl et al.(2010),english,Tina,Alice,appalled,T,Object,Yes,Subject,0.802394153,"Alice stood frozen in shock, her eyes fixed on Tina as if waiting for an explanation.",Object,free
I308,Kate captivated Sarah.,F,IC1,Ferstl et al.(2010),english,Kate,Sarah,captivated,Kate,Subject,Yes,Subject,0.911326584,Sarah couldn't help but stare at Kate's bright smile as she walked into the room.,Object,free
I309,Amy inspired Emily.,F,IC1,Ferstl et al.(2010),english,Amy,Emily,inspired,Amy,Subject,No,Object,0.429139802,Emily then went on to create a beautiful painting that reflected the same vibrant colors and emotions that Amy's music had evoked.,Object,free
I310,Alice lied to Megan.,F,IC1,Ferstl et al.(2010),english,Alice,Megan,lied to,Alice,Subject,Yes,Subject,0.96108434,Megan was devastated by the betrayal and immediately confronted Alice about the dishonesty.,Object,free
I311,Sarah maddened Anna.,F,IC1,Ferstl et al.(2010),english,Sarah,Anna,maddened,Sarah,Subject,No,Object,0.200518601,"Anna stormed out of the room, slamming the door behind her.",Object,free
I312,Emily peeved Nicole.,F,IC1,Ferstl et al.(2010),english,Emily,Nicole,peeved,Emily,Subject,Yes,Subject,0.519029128,Nicole retaliated by ignoring Emily for the rest of the day.,Object,free
I313,Megan entranced Claire.,F,IC1,Ferstl et al.(2010),english,Megan,Claire,entranced,M,Object,Yes,Subject,0.962653516,"Claire found herself drawn into Megan's charismatic presence, unable to look away from her piercing green eyes.",Object,free
I314,Angela intrigued Jane.,F,IC1,Ferstl et al.(2010),english,Angela,Jane,intrigued,Ang,Subject,Yes,Subject,0.806421905,Jane found herself drawn to Angela's mysterious nature and decided to get to know her better.,Object,free
I315,Anna repulsed Tina.,F,IC1,Ferstl et al.(2010),english,Anna,Tina,repulsed,Anna,Subject,No,Object,0.409976399,"Tina stormed out of the room, slamming the door behind her.",Object,free
I316,Nicole worried Kate.,F,IC1,Ferstl et al.(2010),english,Nicole,Kate,worried,Nic,Subject,No,Object,0.371190116,"Kate tried to reassure her that everything would be alright, but Nicole's concerns lingered.",Object,free
I317,Claire betrayed Amy.,F,IC1,Ferstl et al.(2010),english,Claire,Amy,betrayed,Cla,Subject,Yes,Subject,0.950723251,Amy was devastated by the betrayal and immediately severed all ties with Claire.,Object,free
I318,Jane confessed to Alice.,F,IC1,Ferstl et al.(2010),english,Jane,Alice,confessed to,Jane,Subject,Yes,Subject,0.808010501,"Alice listened attentively, her expression a mix of surprise and concern as she tried to process what Jane was telling her.",Object,free
I319,Tina scared Sarah.,F,IC1,Ferstl et al.(2010),english,Tina,Sarah,scared,T,Object,Yes,Subject,0.577308406,"Sarah ran out of the room, slamming the door behind her.",Object,free
I320,Kate wowed Emily.,F,IC1,Ferstl et al.(2010),english,Kate,Emily,wowed,Kate,Subject,Yes,Subject,0.930659931,Emily couldn't help but stare at Kate in admiration.,Object,free
I321,Amy disappointed Megan.,F,IC1,Ferstl et al.(2010),english,Amy,Megan,disappointed,Amy,Subject,Yes,Subject,0.733957294,"Megan then decided to talk to their mutual friend, Emily, about the situation.",Object,free
I322,Alice intimidated Angela.,F,IC1,Ferstl et al.(2010),english,Alice,Angela,intimidated,Alice,Subject,Yes,Subject,0.618530326,Angela subsequently avoided direct conversations with Alice for several weeks.,Object,free
I323,Sarah bugged Nicole.,F,IC1,Ferstl et al.(2010),english,Sarah,Nicole,bugged,Sarah,Subject,Yes,Subject,0.810995314,Nicole turned around and asked Sarah what she wanted.,Object,free
I324,Emily daunted Claire.,F,IC1,Ferstl et al.(2010),english,Emily,Claire,daunted,Emily,Subject,Yes,Subject,0.789826429,"Claire stood frozen in place, her eyes fixed on Emily's determined expression.",Object,free
I325,Megan echoed Jane.,F,IC1,Ferstl et al.(2010),english,Megan,Jane,echoed,M,Object,No,Object,0.065433667,Jane then turned to the rest of the group to see if anyone else shared their opinion.,Object,free
I326,Angela enthralled Tina.,F,IC1,Ferstl et al.(2010),english,Angela,Tina,enthralled,Ang,Subject,Yes,Subject,0.941437093,Tina found herself drawn to Angela's charismatic stage presence and captivating smile.,Object,free
I327,Anna excited Kate.,F,IC1,Ferstl et al.(2010),english,Anna,Kate,excited,Anna,Subject,No,Object,0.301194294,Kate immediately started making plans for the surprise party that Anna had been hinting at for weeks.,Object,free
I328,Nicole gladdened Amy.,F,IC1,Ferstl et al.(2010),english,Nicole,Amy,gladdened,Nic,Subject,Yes,Subject,0.561564306,Amy smiled warmly at Nicole in response.,Object,free
I329,Claire mesmerised Alice.,F,IC1,Ferstl et al.(2010),english,Claire,Alice,mesmerised,Cla,Subject,Yes,Subject,0.977047029,"Alice stood frozen in place, her eyes locked onto Claire's as if under some sort of spell.",Object,free
I330,Jane enraged Sarah.,F,IC1,Ferstl et al.(2010),english,Jane,Sarah,enraged,Jane,Subject,No,Object,0.045509101,"Sarah immediately stormed out of the room, slamming the door behind her.",Object,free
I331,Tina enticed Emily.,F,IC1,Ferstl et al.(2010),english,Tina,Emily,enticed,T,Object,Yes,Subject,0.8627619,Emily found herself drawn to the old antique shop that Tina had been raving about for weeks.,Object,free
I332,Kate provoked Megan.,F,IC1,Ferstl et al.(2010),english,Kate,Megan,provoked,Kate,Subject,Yes,Subject,0.653235044,"Megan responded by giving Kate a cold, angry stare that made the atmosphere in the room even more tense.",Object,free
I333,Amy unnerved Angela.,F,IC1,Ferstl et al.(2010),english,Amy,Angela,unnerved,Amy,Subject,No,Object,0.399149186,"Angela tried to compose herself, but her eyes betrayed her anxiety as she avoided eye contact with Amy.",Object,free
I334,Alice frightened Anna.,F,IC1,Ferstl et al.(2010),english,Alice,Anna,frightened,Alice,Subject,No,Object,0.25539306,"Anna then ran quickly to find comfort in the presence of their older sister, Emma.",Object,free
I335,Sarah troubled Claire.,F,IC1,Ferstl et al.(2010),english,Sarah,Claire,troubled,Sarah,Subject,Yes,Subject,0.695722672,Claire decided to confront Sarah about her behavior and find out what was causing the tension between them.,Object,free
I336,Emily repelled Jane.,F,IC1,Ferstl et al.(2010),english,Emily,Jane,repelled,Emily,Subject,Yes,Subject,0.500386338,"Jane quickly turned around and walked away, clearly upset by Emily's behavior.",Object,free
I337,Megan sickened Tina.,F,IC1,Ferstl et al.(2010),english,Megan,Tina,sickened,M,Object,No,Object,0.177667082,"Tina stormed out of the room, slamming the door behind her.",Object,free
I338,Angela revolted Kate.,F,IC1,Ferstl et al.(2010),english,Angela,Kate,revolted,Ang,Subject,No,Object,0.196432743,Kate was furious and immediately confronted Angela about her actions.,Object,free
I339,Anna trailed Amy.,F,IC1,Ferstl et al.(2010),english,Anna,Amy,trailed,Anna,Subject,No,Object,0.24123942,Amy suddenly stopped in front of a small café and turned around to face Anna with a curious expression.,Object,free
I340,Nicole upset Alice.,F,IC1,Ferstl et al.(2010),english,Nicole,Alice,upset,Nic,Subject,Yes,Subject,0.716061263,Alice immediately confronted Nicole about her behavior.,Object,free
I341,Claire exhausted Sarah.,F,IC1,Ferstl et al.(2010),english,Claire,Sarah,exhausted,Cla,Subject,No,Object,0.073098805,Sarah trudged wearily to the couch to collapse and rest her tired body.,Object,free
I342,Jane wearied Emily.,F,IC1,Ferstl et al.(2010),english,Jane,Emily,wearied,Jane,Subject,No,Object,0.122594629,"Emily trudged along beside her, clearly exhausted from their long hike.",Object,free
I343,Tina staggered Megan.,F,IC1,Ferstl et al.(2010),english,Tina,Megan,staggered,T,Object,No,Object,0.236647193,"Megan stumbled backward, her eyes wide with shock and confusion.",Object,free
I344,Kate cheated Angela.,F,IC1,Ferstl et al.(2010),english,Kate,Angela,cheated,Kate,Subject,Yes,Subject,0.779201804,Angela was devastated by the betrayal and immediately severed all ties with Kate.,Object,free
I345,Amy repaid Anna.,F,IC1,Ferstl et al.(2010),english,Amy,Anna,repaid,Amy,Subject,No,Object,0.008604556,Anna was relieved to have her money back and immediately called her friend to thank her.,Object,free
I346,Alice astounded Nicole.,F,IC1,Ferstl et al.(2010),english,Alice,Nicole,astounded,Alice,Subject,Yes,Subject,0.961879551,"Nicole stared back at Alice in utter bewilderment, trying to process what had just happened.",Object,free
I347,Sarah exhilarated Jane.,F,IC1,Ferstl et al.(2010),english,Sarah,Jane,exhilarated,Sarah,Subject,No,Object,0.20572042,Jane couldn't help but smile at Sarah's infectious enthusiasm as she bounced into the room.,Object,free
I348,Emily spooked Tina.,F,IC1,Ferstl et al.(2010),english,Emily,Tina,spooked,Emily,Subject,No,Object,0.492665978,"Tina let out a loud shriek and jumped back, almost knocking over her cup of coffee.",Object,free
I349,Megan unsettled Kate.,F,IC1,Ferstl et al.(2010),english,Megan,Kate,unsettled,M,Object,Yes,Subject,0.894813894,"Kate tried to compose herself, but Megan's piercing gaze made her feel like she was being scrutinized.",Object,free
I350,Angela flabbergasted Amy.,F,IC1,Ferstl et al.(2010),english,Angela,Amy,flabbergasted,Ang,Subject,Yes,Subject,0.831050438,"Amy stood there with her mouth agape, clearly unsure of how to respond to Angela's shocking revelation.",Object,free
I351,Anna kissed Alice.,F,IC1,Ferstl et al.(2010),english,Anna,Alice,kissed,Anna,Subject,No,Object,0.096926032,Alice smiled warmly and gently stroked Anna's hair.,Object,free
I352,Nicole nuzzled Sarah.,F,IC1,Ferstl et al.(2010),english,Nicole,Sarah,nuzzled,Nic,Subject,Yes,Subject,0.80986063,Sarah smiled warmly and wrapped her arms around Nicole in a gentle hug.,Object,free
I353,Claire pained Emily.,F,IC1,Ferstl et al.(2010),english,Claire,Emily,pained,Emily,Object,No,Object,0.032493679,"Emily slowly got up, her eyes fixed on Claire with a mix of shock and hurt.",Object,free
I354,Jane confused Megan.,F,IC1,Ferstl et al.(2010),english,Jane,Megan,confused,Jane,Subject,Yes,Subject,0.740218518,"Megan looked at Jane with a puzzled expression, trying to understand what she had just said.",Object,free
I355,Tina distressed Angela.,F,IC1,Ferstl et al.(2010),english,Tina,Angela,distressed,T,Object,Yes,Subject,0.612309799,"Angela immediately confronted Tina about her behavior, demanding to know what had caused her to act so recklessly.",Object,free
I356,Kate vexed Anna.,F,IC1,Ferstl et al.(2010),english,Kate,Anna,vexed,Kate,Subject,Yes,Subject,0.645882066,"Anna subsequently avoided Kate for the remainder of the day, still fuming about their earlier argument.",Object,free
I357,Amy bothered Nicole.,F,IC1,Ferstl et al.(2010),english,Amy,Nicole,bothered,Amy,Subject,Yes,Subject,0.833244661,Nicole decided to avoid Amy for the rest of the day to prevent any further conflict.,Object,free
I358,Alice alarmed Claire.,F,IC1,Ferstl et al.(2010),english,Alice,Claire,alarmed,Alice,Subject,Yes,Subject,0.692852392,"Claire quickly turned around to face Alice, wondering what was wrong.",Object,free
I359,Sarah disgruntled Tina.,F,IC1,Ferstl et al.(2010),english,Sarah,Tina,disgruntled,Sarah,Subject,No,Object,0.110139877,"Tina immediately confronted Sarah about her behavior, demanding to know what had caused the sudden change in her demeanor.",Object,free
I360,Emily plagued Kate.,F,IC1,Ferstl et al.(2010),english,Emily,Kate,plagued,Emily,Subject,No,Object,0.265755507,"Kate tried to avoid Emily at all costs, but Emily always seemed to find her.",Object,free
I361,Megan shadowed Amy.,F,IC1,Ferstl et al.(2010),english,Megan,Amy,shadowed,M,Object,Yes,Subject,0.978948212,"Amy led her through the hospital corridors, pointing out various rooms and introducing her to the medical staff.",Object,free
I362,Angela tailed Alice.,F,IC1,Ferstl et al.(2010),english,Angela,Alice,tailed,Ang,Subject,Yes,Subject,0.955941051,"Alice suddenly stopped in front of a small café and turned around, catching Angela off guard.",Object,free
I363,Anna incensed Sarah.,F,IC1,Ferstl et al.(2010),english,Anna,Sarah,incensed,Anna,Subject,No,Object,0.290317924,"Sarah immediately confronted Anna about her behavior, demanding to know what had prompted such a blatant display of disrespect.",Object,free
I364,Nicole baffled Emily.,F,IC1,Ferstl et al.(2010),english,Nicole,Emily,baffled,Nic,Subject,Yes,Subject,0.957945346,Emily decided to ask Nicole directly what was going on to clear up the confusion.,Object,free
I365,Claire shocked Megan.,F,IC1,Ferstl et al.(2010),english,Claire,Megan,shocked,Cla,Subject,Yes,Subject,0.858520911,"Megan stumbled backward, her eyes wide with surprise as she struggled to process what had just happened.",Object,free
I366,Jane disobeyed Angela.,F,IC1,Ferstl et al.(2010),english,Jane,Angela,disobeyed,Jane,Subject,Yes,Subject,0.851105051,Angela was furious and immediately called Jane into her office to discuss the situation.,Object,free
I367,Tina distracted Anna.,F,IC1,Ferstl et al.(2010),english,Tina,Anna,distracted,T,Object,Yes,Subject,0.774219632,Anna then lost her focus and accidentally knocked over her cup of coffee.,Object,free
I368,Kate married Nicole.,F,IC1,Ferstl et al.(2010),english,Kate,Nicole,married,Kate,Subject,Yes,Subject,0.554862644,Nicole was overjoyed as she began planning their dream honeymoon with Kate.,Object,free
I369,Amy met Claire.,F,IC1,Ferstl et al.(2010),english,Amy,Claire,met,Amy,Subject,Yes,Subject,0.852811183,Claire smiled warmly and extended her hand in greeting to Amy.,Object,free
I370,Alice ordered around Jane.,F,IC1,Ferstl et al.(2010),english,Alice,Jane,ordered around,Alice,Subject,Yes,Subject,0.559920022,"Jane reluctantly followed Alice's instructions, feeling frustrated by her bossy attitude.",Object,free
I371,Sarah harmed Kate.,F,IC1,Ferstl et al.(2010),english,Sarah,Kate,harmed,Sarah,Subject,No,Object,0.222999563,Kate then sought help from a lawyer to file a lawsuit against Sarah.,Object,free
I372,Emily astonished Amy.,F,IC1,Ferstl et al.(2010),english,Emily,Amy,astonished,Emily,Subject,No,Object,0.358019963,"Amy looked at Emily with a mixture of confusion and curiosity, wondering what had caused such a strong reaction.",Object,free
I373,Megan bewildered Alice.,F,IC1,Ferstl et al.(2010),english,Megan,Alice,bewildered,M,Object,Yes,Subject,0.95436583,"Alice shook her head, trying to clear the confusion that Megan's words had caused.",Object,free
I374,Angela invigorated Sarah.,F,IC1,Ferstl et al.(2010),english,Angela,Sarah,invigorated,Ang,Subject,No,Object,0.119214194,"Sarah then went for a run along the beach, feeling more energetic than she had in weeks.",Object,free
I375,Anna tantalized Emily.,F,IC1,Ferstl et al.(2010),english,Anna,Emily,tantalized,Anna,Subject,Yes,Subject,0.703603656,Emily couldn't help but feel a mix of curiosity and annoyance at Anna's mysterious behavior.,Object,free
I376,Nicole battled Megan.,F,IC1,Ferstl et al.(2010),english,Nicole,Megan,battled,Nic,Subject,Yes,Subject,0.988104997,Megan landed a solid kick to Nicole's stomach.,Object,free
I377,Claire hurt Angela.,F,IC1,Ferstl et al.(2010),english,Claire,Angela,hurt,Cla,Subject,No,Object,0.198819142,"Angela stormed out of the room, slamming the door behind her.",Object,free
I378,Jane followed Anna.,F,IC1,Ferstl et al.(2010),english,Jane,Anna,followed,Jane,Subject,No,Object,0.103799084,Anna quickly turned a corner and disappeared into a nearby shop.,Object,free
I379,Tina tormented Nicole.,F,IC1,Ferstl et al.(2010),english,Tina,Nicole,tormented,T,Object,Yes,Subject,0.871140008,"Nicole tried to avoid Tina at school, but it seemed like she was everywhere.",Object,free
I380,Kate grazed Claire.,F,IC1,Ferstl et al.(2010),english,Kate,Claire,grazed,Kate,Subject,No,Object,0.014394668,"Claire rubbed her arm, giving Kate a gentle but firm look.",Object,free
I381,Amy played Jane.,F,IC1,Ferstl et al.(2010),english,Amy,Jane,played,Amy,Subject,Yes,Subject,0.580236911,Jane then challenged Amy to a rematch in the chess tournament.,Object,free
