itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,subject_yes_probability,yes_no_choice,continuation_response,cont_choice,prompt
I300,Emily pleased Anna.,F,IC1,Ferstl et al.(2010),english,Emily,Anna,pleased,Anna,Object,No,6.74E-11,Object,Anna smiled and thanked Emily for her thoughtfulness.,Object,free
I301,Megan called Nicole.,F,IC1,Ferstl et al.(2010),english,Megan,Nicole,called,Nic,Object,No,7.80E-13,Object,Nicole picked up on the third ring.,Object,free
I302,Angela telephoned Claire.,F,IC1,Ferstl et al.(2010),english,Angela,Claire,telephoned,Cla,Object,No,1.22E-12,Object,Claire picked up on the third ring.,Object,free
I303,Anna concerned Jane.,F,IC1,Ferstl et al.(2010),english,Anna,Jane,concerned,Jane,Object,No,2.40E-10,Object,Jane decided to talk to Anna about her concerns.,Object,free
I304,Nicole irritated Tina.,F,IC1,Ferstl et al.(2010),english,Nicole,Tina,irritated,T,Object,No,5.66E-11,Object,Tina decided to take a deep breath and address the issue calmly with Nicole.,Object,free
I305,Claire antagonized Kate.,F,IC1,Ferstl et al.(2010),english,Claire,Kate,antagonized,Kate,Object,No,1.79E-10,Object,Kate decided to confront Claire about her behavior.,Object,free
I306,Jane frustrated Amy.,F,IC1,Ferstl et al.(2010),english,Jane,Amy,frustrated,Amy,Object,No,1.18E-10,Object,Amy decided to talk things out with Jane to understand what caused the frustration.,Object,free
I307,Tina appalled Alice.,F,IC1,Ferstl et al.(2010),english,Tina,Alice,appalled,Alice,Object,No,1.67E-10,Object,Alice couldn't believe what Tina had done.,Object,free
I308,Kate captivated Sarah.,F,IC1,Ferstl et al.(2010),english,Kate,Sarah,captivated,Sarah,Object,No,1.14E-09,Object,Sarah found herself drawn into Kate's fascinating stories.,Object,free
I309,Amy inspired Emily.,F,IC1,Ferstl et al.(2010),english,Amy,Emily,inspired,Emily,Object,No,2.96E-12,Object,Emily began to approach her projects with renewed creativity and enthusiasm.,Object,free
I310,Alice lied to Megan.,F,IC1,Ferstl et al.(2010),english,Alice,Megan,lied to,M,Object,No,1.16E-08,Object,Megan felt betrayed when she found out the truth.,Object,free
I311,Sarah maddened Anna.,F,IC1,Ferstl et al.(2010),english,Sarah,Anna,maddened,Anna,Object,No,1.46E-10,Object,Anna decided to take a few deep breaths to calm down.,Object,free
I312,Emily peeved Nicole.,F,IC1,Ferstl et al.(2010),english,Emily,Nicole,peeved,Nic,Object,No,2.32E-10,Object,Nicole decided to talk things out calmly with Emily.,Object,free
I313,Megan entranced Claire.,F,IC1,Ferstl et al.(2010),english,Megan,Claire,entranced,Cla,Object,No,1.87E-10,Object,Claire found herself completely drawn into Megan's world.,Object,free
I314,Angela intrigued Jane.,F,IC1,Ferstl et al.(2010),english,Angela,Jane,intrigued,Jane,Object,No,1.38E-10,Object,Jane decided to learn more about Angela's interests.,Object,free
I315,Anna repulsed Tina.,F,IC1,Ferstl et al.(2010),english,Anna,Tina,repulsed,T,Object,No,1.80E-09,Object,"Tina stepped back, surprised by Anna's reaction.",Object,free
I316,Nicole worried Kate.,F,IC1,Ferstl et al.(2010),english,Nicole,Kate,worried,Kate,Object,No,5.38E-11,Object,Kate decided to talk to Nicole about her concerns.,Object,free
I317,Claire betrayed Amy.,F,IC1,Ferstl et al.(2010),english,Claire,Amy,betrayed,Amy,Object,No,5.53E-10,Object,Amy felt a deep sense of betrayal and decided to confront Claire about her actions.,Object,free
I318,Jane confessed to Alice.,F,IC1,Ferstl et al.(2010),english,Jane,Alice,confessed to,Alice,Object,No,3.69E-09,Object,"Alice listened intently, her eyes filled with concern.",Object,free
I319,Tina scared Sarah.,F,IC1,Ferstl et al.(2010),english,Tina,Sarah,scared,Sarah,Object,No,1.31E-11,Object,Sarah jumped back in surprise.,Object,free
I320,Kate wowed Emily.,F,IC1,Ferstl et al.(2010),english,Kate,Emily,wowed,Emily,Object,No,3.52E-10,Object,Emily couldn't believe what she had just seen.,Object,free
I321,Amy disappointed Megan.,F,IC1,Ferstl et al.(2010),english,Amy,Megan,disappointed,M,Object,No,7.21E-11,Object,Megan felt her excitement fade into a heavy silence.,Object,free
I322,Alice intimidated Angela.,F,IC1,Ferstl et al.(2010),english,Alice,Angela,intimidated,Ang,Object,No,2.10E-09,Object,Angela decided to approach Alice with more confidence next time.,Object,free
I323,Sarah bugged Nicole.,F,IC1,Ferstl et al.(2010),english,Sarah,Nicole,bugged,Nic,Object,No,5.25E-10,Object,Nicole decided to confront Sarah about the bug.,Object,free
I324,Emily daunted Claire.,F,IC1,Ferstl et al.(2010),english,Emily,Claire,daunted,Cla,Object,No,1.14E-09,Object,Claire felt a surge of hesitation in the face of Emily's confidence.,Object,free
I325,Megan echoed Jane.,F,IC1,Ferstl et al.(2010),english,Megan,Jane,echoed,Jane,Object,No,2.35E-11,Object,Megan then added her own thoughts on the matter.,Subject,free
I326,Angela enthralled Tina.,F,IC1,Ferstl et al.(2010),english,Angela,Tina,enthralled,T,Object,No,1.22E-09,Object,Tina found herself completely captivated by Angela's presence.,Object,free
I327,Anna excited Kate.,F,IC1,Ferstl et al.(2010),english,Anna,Kate,excited,Kate,Object,No,2.44E-10,Object,"Kate began to dance around the room, filled with energy and joy.",Object,free
I328,Nicole gladdened Amy.,F,IC1,Ferstl et al.(2010),english,Nicole,Amy,gladdened,Amy,Object,No,1.34E-10,Object,Amy's face lit up with a warm smile.,Object,free
I329,Claire mesmerised Alice.,F,IC1,Ferstl et al.(2010),english,Claire,Alice,mesmerised,Alice,Object,No,1.15E-10,Object,Alice found herself completely drawn into Claire's captivating eyes.,Object,free
I330,Jane enraged Sarah.,F,IC1,Ferstl et al.(2010),english,Jane,Sarah,enraged,Sarah,Object,No,8.34E-10,Object,"Sarah stormed out of the room, unable to handle the tension anymore.",Object,free
I331,Tina enticed Emily.,F,IC1,Ferstl et al.(2010),english,Tina,Emily,enticed,Emily,Object,No,2.34E-11,Object,Emily found herself drawn into Tina's intriguing proposal.,Object,free
I332,Kate provoked Megan.,F,IC1,Ferstl et al.(2010),english,Kate,Megan,provoked,M,Object,No,1.21E-10,Object,Megan decided to address the issue calmly instead of reacting impulsively.,Object,free
I333,Amy unnerved Angela.,F,IC1,Ferstl et al.(2010),english,Amy,Angela,unnerved,Ang,Object,No,3.27E-11,Object,Angela couldn't help but avoid Amy's gaze.,Object,free
I334,Alice frightened Anna.,F,IC1,Ferstl et al.(2010),english,Alice,Anna,frightened,Anna,Object,No,1.10E-10,Object,Anna decided to talk to Alice to understand what caused such behavior.,Object,free
I335,Sarah troubled Claire.,F,IC1,Ferstl et al.(2010),english,Sarah,Claire,troubled,Cla,Object,No,3.88E-10,Object,Claire decided to talk things out with Sarah.,Object,free
I336,Emily repelled Jane.,F,IC1,Ferstl et al.(2010),english,Emily,Jane,repelled,Jane,Object,No,4.14E-10,Object,Jane felt hurt by Emily's actions.,Object,free
I337,Megan sickened Tina.,F,IC1,Ferstl et al.(2010),english,Megan,Tina,sickened,T,Object,No,1.13E-10,Object,Tina decided to avoid Megan at all costs.,Object,free
I338,Angela revolted Kate.,F,IC1,Ferstl et al.(2010),english,Angela,Kate,revolted,Kate,Object,No,1.80E-11,Object,Kate felt surprised by Angela's reaction.,Object,free
I339,Anna trailed Amy.,F,IC1,Ferstl et al.(2010),english,Anna,Amy,trailed,Amy,Object,No,9.89E-11,Object,Amy didn't notice her following from behind.,Object,free
I340,Nicole upset Alice.,F,IC1,Ferstl et al.(2010),english,Nicole,Alice,upset,Alice,Object,No,3.78E-10,Object,Alice decided to talk to Nicole about her feelings.,Object,free
I341,Claire exhausted Sarah.,F,IC1,Ferstl et al.(2010),english,Claire,Sarah,exhausted,Sarah,Object,No,5.66E-10,Object,Sarah needed a long rest after that.,Object,free
I342,Jane wearied Emily.,F,IC1,Ferstl et al.(2010),english,Jane,Emily,wearied,Emily,Object,No,4.62E-10,Object,Emily decided to take a break and spend some time alone to recharge.,Object,free
I343,Tina staggered Megan.,F,IC1,Ferstl et al.(2010),english,Tina,Megan,staggered,M,Object,No,5.17E-10,Object,Megan stumbled backward from the force.,Object,free
I344,Kate cheated Angela.,F,IC1,Ferstl et al.(2010),english,Kate,Angela,cheated,Ang,Object,No,4.97E-10,Object,Angela found out and confronted Kate about the deceit.,Object,free
I345,Amy repaid Anna.,F,IC1,Ferstl et al.(2010),english,Amy,Anna,repaid,Anna,Object,No,1.97E-11,Object,Anna felt grateful for the timely repayment.,Object,free
I346,Alice astounded Nicole.,F,IC1,Ferstl et al.(2010),english,Alice,Nicole,astounded,Nic,Object,No,9.09E-10,Object,Nicole couldn't believe what Alice had just done.,Object,free
I347,Sarah exhilarated Jane.,F,IC1,Ferstl et al.(2010),english,Sarah,Jane,exhilarated,Jane,Object,No,2.29E-10,Object,Jane felt a surge of energy and joy after spending time with Sarah.,Object,free
I348,Emily spooked Tina.,F,IC1,Ferstl et al.(2010),english,Emily,Tina,spooked,T,Object,No,1.84E-09,Object,Tina jumped out of her seat in surprise.,Object,free
I349,Megan unsettled Kate.,F,IC1,Ferstl et al.(2010),english,Megan,Kate,unsettled,Kate,Object,No,4.26E-11,Object,Kate decided to take a deep breath and address the issues with Megan directly.,Object,free
I350,Angela flabbergasted Amy.,F,IC1,Ferstl et al.(2010),english,Angela,Amy,flabbergasted,Amy,Object,No,3.46E-11,Object,Amy could hardly believe her eyes.,Object,free
I351,Anna kissed Alice.,F,IC1,Ferstl et al.(2010),english,Anna,Alice,kissed,Alice,Object,No,2.81E-09,Object,"Alice blushed deeply, her heart racing with a mix of surprise and delight.",Object,free
I352,Nicole nuzzled Sarah.,F,IC1,Ferstl et al.(2010),english,Nicole,Sarah,nuzzled,Sarah,Object,No,1.24E-11,Object,Sarah smiled and wrapped her arms around Nicole.,Object,free
I353,Claire pained Emily.,F,IC1,Ferstl et al.(2010),english,Claire,Emily,pained,Emily,Object,No,1.92E-11,Object,Emily felt a deep sorrow knowing she had hurt Claire unintentionally.,Object,free
I354,Jane confused Megan.,F,IC1,Ferstl et al.(2010),english,Jane,Megan,confused,M,Object,No,5.81E-10,Object,"Megan furrowed her brow, trying to understand what Jane meant.",Object,free
I355,Tina distressed Angela.,F,IC1,Ferstl et al.(2010),english,Tina,Angela,distressed,Ang,Object,No,3.09E-09,Object,Angela started crying after that.,Object,free
I356,Kate vexed Anna.,F,IC1,Ferstl et al.(2010),english,Kate,Anna,vexed,Anna,Object,No,7.07E-11,Object,Anna decided to talk things out with Kate to ease the tension between them.,Object,free
I357,Amy bothered Nicole.,F,IC1,Ferstl et al.(2010),english,Amy,Nicole,bothered,Nic,Object,No,1.63E-10,Object,Nicole decided to talk to Amy about her behavior.,Object,free
I358,Alice alarmed Claire.,F,IC1,Ferstl et al.(2010),english,Alice,Claire,alarmed,Cla,Object,No,2.26E-09,Object,Claire jumped back in surprise.,Object,free
I359,Sarah disgruntled Tina.,F,IC1,Ferstl et al.(2010),english,Sarah,Tina,disgruntled,T,Object,No,5.08E-10,Object,Tina decided to talk things out with Sarah to understand what caused the disagreement.,Object,free
I360,Emily plagued Kate.,F,IC1,Ferstl et al.(2010),english,Emily,Kate,plagued,Kate,Object,No,4.96E-10,Object,Kate decided to confront Emily about her actions.,Object,free
I361,Megan shadowed Amy.,F,IC1,Ferstl et al.(2010),english,Megan,Amy,shadowed,Amy,Object,No,2.10E-11,Object,Megan made sure to keep a discreet distance from Amy.,Subject,free
I362,Angela tailed Alice.,F,IC1,Ferstl et al.(2010),english,Angela,Alice,tailed,Alice,Object,No,4.35E-11,Object,Angela kept a safe distance to avoid being noticed.,Subject,free
I363,Anna incensed Sarah.,F,IC1,Ferstl et al.(2010),english,Anna,Sarah,incensed,Sarah,Object,No,5.37E-10,Object,"Sarah stormed out of the room, clearly upset.",Object,free
I364,Nicole baffled Emily.,F,IC1,Ferstl et al.(2010),english,Nicole,Emily,baffled,Emily,Object,No,1.10E-10,Object,Emily couldn't understand Nicole's reasoning.,Object,free
I365,Claire shocked Megan.,F,IC1,Ferstl et al.(2010),english,Claire,Megan,shocked,M,Object,No,2.91E-10,Object,"Megan stood there, speechless for a moment.",Object,free
I366,Jane disobeyed Angela.,F,IC1,Ferstl et al.(2010),english,Jane,Angela,disobeyed,Ang,Object,No,1.75E-10,Object,"As a result, Jane faced the consequences set by Angela.",Subject,free
I367,Tina distracted Anna.,F,IC1,Ferstl et al.(2010),english,Tina,Anna,distracted,Anna,Object,No,6.66E-10,Object,Anna couldn't focus on her work anymore.,Object,free
I368,Kate married Nicole.,F,IC1,Ferstl et al.(2010),english,Kate,Nicole,married,Nic,Object,No,1.16E-09,Object,Nicole felt overjoyed as they started their new life together.,Object,free
I369,Amy met Claire.,F,IC1,Ferstl et al.(2010),english,Amy,Claire,met,Cla,Object,No,1.33E-11,Object,Claire was immediately struck by Amy's vibrant enthusiasm.,Object,free
I370,Alice ordered around Jane.,F,IC1,Ferstl et al.(2010),english,Alice,Jane,ordered around,Jane,Object,No,6.77E-09,Object,"Jane, though slightly annoyed, followed Alice's instructions meticulously.",Object,free
I371,Sarah harmed Kate.,F,IC1,Ferstl et al.(2010),english,Sarah,Kate,harmed,Kate,Object,No,1.73E-10,Object,Kate felt hurt by Sarah's actions.,Object,free
I372,Emily astonished Amy.,F,IC1,Ferstl et al.(2010),english,Emily,Amy,astonished,Amy,Object,No,6.85E-10,Object,Amy couldn't believe her eyes.,Object,free
I373,Megan bewildered Alice.,F,IC1,Ferstl et al.(2010),english,Megan,Alice,bewildered,Alice,Object,No,2.07E-10,Object,Alice stared at Megan with a confused expression.,Object,free
I374,Angela invigorated Sarah.,F,IC1,Ferstl et al.(2010),english,Angela,Sarah,invigorated,Sarah,Object,No,8.10E-12,Object,Sarah felt a renewed sense of energy and motivation.,Object,free
I375,Anna tantalized Emily.,F,IC1,Ferstl et al.(2010),english,Anna,Emily,tantalized,Emily,Object,No,8.85E-10,Object,Emily's eyes widened with curiosity.,Object,free
I376,Nicole battled Megan.,F,IC1,Ferstl et al.(2010),english,Nicole,Megan,battled,M,Object,No,3.32E-10,Object,"Nicole emerged victorious, showcasing her superior strategy and quick reflexes.",Subject,free
I377,Claire hurt Angela.,F,IC1,Ferstl et al.(2010),english,Claire,Angela,hurt,Ang,Object,No,3.16E-12,Object,"Angela began to cry, her eyes welling up with tears.",Object,free
I378,Jane followed Anna.,F,IC1,Ferstl et al.(2010),english,Jane,Anna,followed,Anna,Object,No,1.49E-11,Object,Anna led her through the dense forest.,Object,free
I379,Tina tormented Nicole.,F,IC1,Ferstl et al.(2010),english,Tina,Nicole,tormented,Nic,Object,No,5.15E-10,Object,Nicole decided to confront Tina about her behavior.,Object,free
I380,Kate grazed Claire.,F,IC1,Ferstl et al.(2010),english,Kate,Claire,grazed,Cla,Object,No,2.07E-10,Object,"Claire turned to face Kate, her eyes filled with curiosity.",Object,free
I381,Amy played Jane.,F,IC1,Ferstl et al.(2010),english,Amy,Jane,played,Jane,Object,No,1.04E-11,Object,"Jane smiled warmly, ready to begin their game.",Object,free
I382,Alice dumbfounded Tina.,F,IC1,Ferstl et al.(2010),english,Alice,Tina,dumbfounded,T,Object,No,5.09E-09,Object,"Tina stared at Alice with wide eyes, completely taken aback.",Object,free
I383,Sarah flattered Amy.,F,IC1,Ferstl et al.(2010),english,Sarah,Amy,flattered,Amy,Object,No,4.88E-11,Object,"Amy blushed, feeling a warm glow inside.",Object,free
I384,Emily alienated Alice.,F,IC1,Ferstl et al.(2010),english,Emily,Alice,alienated,Alice,Object,No,1.13E-09,Object,Emily realized her actions had caused a rift between them.,Subject,free
I385,Megan harassed Sarah.,F,IC1,Ferstl et al.(2010),english,Megan,Sarah,harassed,Sarah,Object,No,4.71E-11,Object,Sarah decided to report the harassment to the authorities.,Object,free
I386,Angela approached Emily.,F,IC1,Ferstl et al.(2010),english,Angela,Emily,approached,Emily,Object,No,5.39E-13,Object,"Emily smiled warmly, welcoming Angela's presence.",Object,free
I387,Anna beguiled Megan.,F,IC1,Ferstl et al.(2010),english,Anna,Megan,beguiled,M,Object,No,5.83E-10,Object,Megan found herself increasingly charmed by Anna's subtle wit and engaging manner.,Object,free
I388,Nicole caressed Angela.,F,IC1,Ferstl et al.(2010),english,Nicole,Angela,caressed,Ang,Object,No,1.55E-11,Object,Angela closed her eyes and leaned into the touch.,Object,free
I389,Claire enlivened Anna.,F,IC1,Ferstl et al.(2010),english,Claire,Anna,enlivened,Anna,Object,No,9.82E-11,Object,Anna felt more energized and cheerful around Claire.,Object,free
I390,Jane corrupted Nicole.,F,IC1,Ferstl et al.(2010),english,Jane,Nicole,corrupted,Nic,Object,No,1.75E-08,Object,Nicole began to question her own values after spending more time with Jane.,Object,free
I391,Tina confounded Claire.,F,IC1,Ferstl et al.(2010),english,Tina,Claire,confounded,Cla,Object,No,7.62E-10,Object,Claire couldn't understand Tina's reasoning.,Object,free
I392,Kate deserted Jane.,F,IC1,Ferstl et al.(2010),english,Kate,Jane,deserted,Jane,Object,No,6.00E-09,Object,"Jane felt a mix of emotions, ranging from confusion to sadness.",Object,free
I393,Amy discouraged Tina.,F,IC1,Ferstl et al.(2010),english,Amy,Tina,discouraged,T,Object,No,1.02E-10,Object,Tina felt disappointed but understood Amy's perspective.,Object,free
I394,Alice tracked Kate.,F,IC1,Ferstl et al.(2010),english,Alice,Kate,tracked,Kate,Object,No,3.40E-12,Object,Alice then hid behind a bush to observe Kate's next move.,Subject,free
I395,Sarah startled Alice.,F,IC1,Ferstl et al.(2010),english,Sarah,Alice,startled,Alice,Object,No,5.60E-10,Object,Alice jumped back in surprise.,Object,free
I396,Emily defamed Sarah.,F,IC1,Ferstl et al.(2010),english,Emily,Sarah,defamed,Sarah,Object,No,2.12E-10,Object,Sarah decided to take legal action against Emily.,Object,free
I397,Megan abandoned Emily.,F,IC1,Ferstl et al.(2010),english,Megan,Emily,abandoned,Emily,Object,No,3.84E-11,Object,Emily felt a deep sense of betrayal and decided to reflect on the relationship to understand what went wrong.,Object,free
I398,Angela courted Megan.,F,IC1,Ferstl et al.(2010),english,Angela,Megan,courted,M,Object,No,1.29E-09,Object,Megan found herself increasingly drawn to Angela's charisma and sense of humor.,Object,free
I399,Anna wounded Angela.,F,IC1,Ferstl et al.(2010),english,Anna,Angela,wounded,Ang,Object,No,3.40E-10,Object,Angela winced in pain as she held her injured arm.,Object,free
I400,Nicole chilled Anna.,F,IC1,Ferstl et al.(2010),english,Nicole,Anna,chilled,Anna,Object,No,1.03E-10,Object,Anna felt her body tense up in response.,Object,free
I401,Claire nettled Nicole.,F,IC1,Ferstl et al.(2010),english,Claire,Nicole,nettled,Nic,Object,No,5.77E-10,Object,Nicole felt a sting of irritation and turned to face Claire with a frown.,Object,free
I402,Jane pursued Claire.,F,IC1,Ferstl et al.(2010),english,Jane,Claire,pursued,Cla,Object,No,8.43E-12,Object,Claire quickly tried to hide.,Object,free
I403,Tina dreamed about Jane.,F,IC1,Ferstl et al.(2010),english,Tina,Jane,dreamed about,Jane,Object,No,7.73E-12,Object,"Jane was floating in a sea of clouds, smiling down at Tina with a serene expression.",Object,free
I404,Kate galled Tina.,F,IC1,Ferstl et al.(2010),english,Kate,Tina,galled,T,Object,No,6.26E-11,Object,Tina felt hurt by Kate's harsh words.,Object,free
I405,Amy stimulated Kate.,F,IC1,Ferstl et al.(2010),english,Amy,Kate,stimulated,Kate,Object,No,1.15E-10,Object,Kate felt a surge of energy and creativity after interacting with Amy.,Object,free
I406,Alice affected Amy.,F,IC1,Ferstl et al.(2010),english,Alice,Amy,affected,Amy,Object,No,2.36E-10,Object,Amy felt a significant change in her demeanor after interacting with Alice.,Object,free
I407,Julia embraced Sarah.,F,IC1,Ferstl et al.(2010),english,Julia,Sarah,embraced,Sarah,Object,No,1.32E-11,Object,"Sarah smiled, feeling warmth spread through her chest.",Object,free
I408,Julia fazed Emily.,F,IC1,Ferstl et al.(2010),english,Julia,Emily,fazed,Emily,Object,No,5.94E-11,Object,Emily took a deep breath to steady herself.,Object,free
I409,Julia debated with Megan.,F,IC1,Ferstl et al.(2010),english,Julia,Megan,debated with,M,Object,No,9.87E-11,Object,Megan remained unfazed by Julia's arguments.,Object,free
I410,Julia defied Angela.,F,IC1,Ferstl et al.(2010),english,Julia,Angela,defied,Ang,Object,No,1.16E-10,Object,Angela decided to confront Julia about her defiance.,Object,free
I411,Julia questioned Anna.,F,IC1,Ferstl et al.(2010),english,Julia,Anna,questioned,Anna,Object,No,2.56E-11,Object,Anna looked puzzled as she tried to formulate an answer.,Object,free
I412,Julia assisted Nicole.,F,IC2,Rohde & Kehler (2014),english,Julia,Nicole,assisted,Nic,Object,No,1.60E-10,Object,Nicole expressed her gratitude to Julia.,Object,free
I413,Julia blames Claire.,F,IC2,Rohde & Kehler (2014),english,Julia,Claire,blames,Cla,Object,No,1.61E-11,Object,Claire feels defensive and wants to explain her side.,Object,free
I414,Julia comforted Jane.,F,IC2,Rohde & Kehler (2014),english,Julia,Jane,comforted,Jane,Object,No,4.29E-10,Object,Jane felt a sense of relief and warmth spread through her.,Object,free
I415,Julia congratulated Tina.,F,IC2,Rohde & Kehler (2014),english,Julia,Tina,congratulated,T,Object,No,1.04E-12,Object,Tina blushed with gratitude and thanked Julia warmly.,Object,free
I416,Julia corrected Kate.,F,IC2,Rohde & Kehler (2014),english,Julia,Kate,corrected,Kate,Object,No,8.34E-10,Object,"Kate nodded, accepting the correction graciously.",Object,free
I417,Julia detests Amy.,F,IC2,Rohde & Kehler (2014),english,Julia,Amy,detests,Amy,Object,No,4.84E-11,Object,"Amy, on the other hand, is clueless about Julia's feelings towards her.",Object,free
I418,Julia fears Alice.,F,IC2,Rohde & Kehler (2014),english,Julia,Alice,fears,Alice,Object,No,3.21E-12,Object,"Alice, unaware of Julia's feelings, often reaches out to her with kind intentions.",Object,free
I419,Sarah envies Julia.,F,IC2,Rohde & Kehler (2014),english,Sarah,Julia,envies,Jul,Object,No,5.03E-11,Object,Julia seems to always have everything figured out.,Object,free
I420,Emily hates Julia.,F,IC2,Rohde & Kehler (2014),english,Emily,Julia,hates,Jul,Object,No,1.46E-11,Object,Emily avoids Julia whenever possible.,Subject,free
I421,Megan helped Julia.,F,IC2,Rohde & Kehler (2014),english,Megan,Julia,helped,Jul,Object,No,2.99E-11,Object,Julia was very grateful for Megan's assistance.,Object,free
I422,Angela mocked Julia.,F,IC2,Rohde & Kehler (2014),english,Angela,Julia,mocked,Jul,Object,No,4.51E-12,Object,Julia felt hurt by Angela's words.,Object,free
I423,Anna noticed Julia.,F,IC2,Rohde & Kehler (2014),english,Anna,Julia,noticed,Jul,Object,No,2.17E-11,Object,Anna smiled and waved to Julia.,Subject,free
I424,Nicole pacified Julia.,F,IC2,Rohde & Kehler (2014),english,Nicole,Julia,pacified,Jul,Object,No,3.68E-11,Object,Julia's frown slowly gave way to a more relaxed expression.,Object,free
I425,Claire praised Julia.,F,IC2,Rohde & Kehler (2014),english,Claire,Julia,praised,Jul,Object,No,6.70E-13,Object,Julia felt grateful for the recognition.,Object,free
I426,Jane reproached Julia.,F,IC2,Rohde & Kehler (2014),english,Jane,Julia,reproached,Jul,Object,No,2.53E-10,Object,"Julia listened quietly, looking down at her hands.",Object,free
I427,Tina scolded Julia.,F,IC2,Rohde & Kehler (2014),english,Tina,Julia,scolded,Jul,Object,No,6.13E-11,Object,"Julia looked down, feeling embarrassed by her mistake.",Object,free
I428,Kate stared at Julia.,F,IC2,Rohde & Kehler (2014),english,Kate,Julia,stared at,Jul,Object,No,5.72E-12,Object,Julia felt a mix of curiosity and unease under Kate's intense gaze.,Object,free
I429,Amy thanked Julia.,F,IC2,Rohde & Kehler (2014),english,Amy,Julia,thanked,Jul,Object,No,2.07E-12,Object,"Julia smiled and said, ""You're welcome.""",Object,free
I430,Alice trusted Julia.,F,IC2,Rohde & Kehler (2014),english,Alice,Julia,trusted,Jul,Object,No,1.16E-12,Object,Julia had always been reliable in the past.,Object,free
I431,Sarah values Emily.,F,IC2,Rohde & Kehler (2014),english,Sarah,Emily,values,Emily,Object,No,6.47E-11,Object,Emily is always there to lend a listening ear whenever Sarah needs to talk.,Object,free
I432,Emily cuddled Megan.,F,IC2,Ferstl et al.(2010),english,Emily,Megan,cuddled,M,Object,No,1.65E-11,Object,Megan smiled and wrapped her arms around Emily in return.,Object,free
I433,Megan decried Angela.,F,IC2,Ferstl et al.(2010),english,Megan,Angela,decried,Ang,Object,No,5.33E-11,Object,Angela felt hurt by Megan's words.,Object,free
I434,Angela moved Anna.,F,IC2,Ferstl et al.(2010),english,Angela,Anna,moved,Anna,Object,No,3.23E-11,Object,Anna fell to the ground with a thud.,Object,free
I435,Anna deprecated Nicole.,F,IC2,Ferstl et al.(2010),english,Anna,Nicole,deprecated,Nic,Object,No,2.77E-10,Object,Nicole felt hurt by Anna's words.,Object,free
I436,Nicole encouraged Claire.,F,IC2,Ferstl et al.(2010),english,Nicole,Claire,encouraged,Cla,Object,No,2.87E-12,Object,Claire felt more confident about the presentation.,Object,free
I437,Claire played with Jane.,F,IC2,Ferstl et al.(2010),english,Claire,Jane,played with,Jane,Object,No,4.30E-12,Object,Jane laughed at Claire's silly jokes.,Object,free
I438,Jane hit Tina.,F,IC2,Ferstl et al.(2010),english,Jane,Tina,hit,T,Object,No,3.21E-10,Object,Tina fell backwards from the force.,Object,free
I439,Tina reproved Kate.,F,IC2,Ferstl et al.(2010),english,Tina,Kate,reproved,Kate,Object,No,1.30E-10,Object,"Kate looked down, feeling embarrassed by her mistake.",Object,free
I440,Kate forgot Amy.,F,IC2,Ferstl et al.(2010),english,Kate,Amy,forgot,Amy,Object,No,8.71E-11,Object,Amy noticed her absence and felt a pang of sadness.,Object,free
I441,Amy exalted Alice.,F,IC2,Ferstl et al.(2010),english,Amy,Alice,exalted,Alice,Object,No,2.72E-12,Object,Alice felt appreciated by Amy's admiration.,Object,free
I442,Alice instructed Sarah.,F,IC2,Ferstl et al.(2010),english,Alice,Sarah,instructed,Sarah,Object,No,9.50E-10,Object,Sarah carefully followed Alice's guidance.,Object,free
I443,Sarah warned Megan.,F,IC2,Ferstl et al.(2010),english,Sarah,Megan,warned,M,Object,No,2.10E-09,Object,Megan took Sarah's warning seriously.,Object,free
I444,Emily welcomed Angela.,F,IC2,Ferstl et al.(2010),english,Emily,Angela,welcomed,Ang,Object,No,1.27E-11,Object,Angela felt immediately at ease in Emily's home.,Object,free
I445,Megan rebuked Anna.,F,IC2,Ferstl et al.(2010),english,Megan,Anna,rebuked,Anna,Object,No,3.52E-11,Object,"Anna looked down, feeling embarrassed by her mistake.",Object,free
I446,Angela blessed Nicole.,F,IC2,Ferstl et al.(2010),english,Angela,Nicole,blessed,Nic,Object,No,2.08E-11,Object,Nicole felt a warm sensation spread throughout her body.,Object,free
I447,Anna divorced Claire.,F,IC2,Ferstl et al.(2010),english,Anna,Claire,divorced,Cla,Object,No,3.74E-09,Object,Anna decided to focus on rebuilding her life after the divorce.,Subject,free
I448,Nicole persecuted Jane.,F,IC2,Ferstl et al.(2010),english,Nicole,Jane,persecuted,Jane,Object,No,1.20E-10,Object,Jane felt a deep sense of injustice and decided to seek support from her friends.,Object,free
I449,Claire derided Tina.,F,IC2,Ferstl et al.(2010),english,Claire,Tina,derided,T,Object,No,1.88E-11,Object,Tina felt hurt by Claire's words.,Object,free
I450,Jane wanted Kate.,F,IC2,Ferstl et al.(2010),english,Jane,Kate,wanted,Kate,Object,No,3.13E-11,Object,"Kate, however, had different plans.",Object,free
I451,Tina advised Amy.,F,IC2,Ferstl et al.(2010),english,Tina,Amy,advised,Amy,Object,No,1.30E-09,Object,Amy listened carefully to Tina's advice.,Object,free
